transaction_id,customer_id,amount,transaction_time,channel,merchant_category,merchant_id,location,is_fraud
TXN_00000079,CUST_01686,188.8949827323468,2025-02-09 16:07:09.597062,online,restaurant,MERCH_3957,Location_025,False
TXN_00000080,CUST_01408,44.66354360400974,2025-06-16 02:10:09.597062,in_store,restaurant,MERCH_8904,Location_088,False
TXN_00000081,CUST_00194,316.25546383042195,2025-02-09 22:14:09.597062,online,entertainment,MERCH_2009,Location_004,False
TXN_00000082,CUST_00203,167.81884267070927,2024-10-22 20:48:09.597062,online,entertainment,MERCH_8267,Location_016,False
TXN_00000083,CUST_01179,1321.749119665811,2025-04-03 22:18:09.597062,mobile,retail,MERCH_7428,Location_038,False
TXN_00000084,CUST_01914,112.46670825931817,2024-07-28 04:12:09.597062,in_store,gas,MERCH_4530,Location_064,False
TXN_00000085,CUST_01614,128.47597749773774,2025-06-13 11:43:09.597062,mobile,retail,MERCH_6572,Location_064,False
TXN_00000086,CUST_01198,918.6977995662982,2025-07-01 22:26:09.597062,mobile,grocery,MERCH_6211,Location_021,False
TXN_00000087,CUST_01497,182.19007008289017,2025-03-03 09:19:09.597062,mobile,restaurant,MERCH_6512,Location_096,False
TXN_00000088,CUST_01491,174.11325869737428,2024-10-25 19:01:09.597062,mobile,entertainment,MERCH_6514,Location_041,False
TXN_00000089,CUST_00728,56.844947713675275,2025-01-25 23:09:09.597062,in_store,retail,MERCH_4047,Location_097,False
TXN_00000090,CUST_00680,161.17905635829496,2024-11-28 02:37:09.597062,in_store,grocery,MERCH_8486,Location_002,False
TXN_00000091,CUST_00535,169.69595130953223,2024-11-11 10:07:09.597062,mobile,restaurant,MERCH_8658,Location_044,False
TXN_00000092,CUST_01217,116.45521498011271,2025-07-04 14:57:09.597062,in_store,restaurant,MERCH_8166,Location_012,False
TXN_00000093,CUST_01721,352.62191312566597,2024-11-24 18:05:09.597062,mobile,retail,MERCH_1256,Location_036,False
TXN_00000094,CUST_01452,342.25180072254545,2025-05-11 10:02:09.597062,in_store,gas,MERCH_9785,Location_086,False
TXN_00000095,CUST_01442,168.41673472731745,2025-01-17 02:34:09.597062,mobile,restaurant,MERCH_1505,Location_033,False
TXN_00000096,CUST_00837,79.84905421119602,2025-02-13 15:47:09.597062,in_store,retail,MERCH_7262,Location_066,False
TXN_00000097,CUST_01761,39.73780079916506,2025-06-29 11:15:09.597062,mobile,entertainment,MERCH_6518,Location_088,False
TXN_00000098,CUST_00924,129.29910134034395,2024-09-07 11:02:09.597062,mobile,retail,MERCH_4022,Location_087,False
TXN_00000099,CUST_01602,138.91313497885184,2025-07-03 13:36:09.597062,mobile,retail,MERCH_9706,Location_070,False
TXN_00000100,CUST_00933,14.995057348021678,2024-09-03 16:57:09.597062,in_store,grocery,MERCH_6264,Location_086,False
TXN_00000101,CUST_01895,33.37063969443109,2025-01-30 20:12:09.597062,mobile,retail,MERCH_9327,Location_046,False
TXN_00000102,CUST_01951,79.43871963801341,2025-06-27 17:13:09.597062,in_store,entertainment,MERCH_9396,Location_041,False
TXN_00000103,CUST_00704,247.05626767108822,2025-03-12 19:35:09.597062,in_store,retail,MERCH_2733,Location_047,False
TXN_00000104,CUST_01412,233.94981112583824,2025-01-04 18:04:09.597062,online,grocery,MERCH_6541,Location_037,False
TXN_00000105,CUST_01793,67.33078354083864,2024-12-28 23:06:09.597062,mobile,restaurant,MERCH_3081,Location_017,False
TXN_00000106,CUST_00614,168.12938881321753,2025-06-01 22:40:09.597062,in_store,grocery,MERCH_4674,Location_098,False
TXN_00000107,CUST_00729,74.02773304453116,2024-11-27 13:05:09.597062,online,entertainment,MERCH_2254,Location_040,False
TXN_00000108,CUST_00704,60.62256057722547,2025-06-30 22:56:09.597062,in_store,gas,MERCH_6608,Location_080,False
TXN_00000109,CUST_00232,1164.9770872281147,2024-09-07 02:39:09.597062,in_store,grocery,MERCH_3353,Location_071,False
TXN_00000110,CUST_00215,27.555291367825923,2024-11-03 10:49:09.597062,online,grocery,MERCH_9214,Location_074,False
TXN_00000111,CUST_00078,77.3603641097251,2025-04-29 05:44:09.597062,mobile,entertainment,MERCH_7773,Location_041,False
TXN_00000112,CUST_00535,822.9842013634354,2025-01-02 22:25:09.597062,mobile,grocery,MERCH_6227,Location_004,False
TXN_00000113,CUST_01355,365.20882544046617,2024-08-02 08:29:09.597062,in_store,entertainment,MERCH_7367,Location_081,False
TXN_00000114,CUST_00739,209.0127037668287,2025-02-11 15:55:09.597062,online,entertainment,MERCH_1970,Location_050,False
TXN_00000115,CUST_01801,215.02205990494565,2024-10-22 04:14:09.597062,in_store,entertainment,MERCH_1770,Location_093,False
TXN_00000116,CUST_01545,35.04804014378076,2024-10-06 08:30:09.597062,online,grocery,MERCH_6759,Location_051,False
TXN_00000117,CUST_01745,297.69195599728323,2024-09-10 09:41:09.597062,online,restaurant,MERCH_2298,Location_053,False
TXN_00000118,CUST_01050,54.28968844898325,2025-07-06 00:21:09.597062,in_store,entertainment,MERCH_3019,Location_038,False
TXN_00000119,CUST_00895,43.709235769257646,2025-05-07 06:59:09.597062,in_store,restaurant,MERCH_5349,Location_081,False
TXN_00000120,CUST_00769,124.74854929118361,2025-04-16 12:46:09.597062,mobile,restaurant,MERCH_9727,Location_087,False
TXN_00000121,CUST_01163,728.4214431664113,2025-05-14 03:07:09.597062,mobile,restaurant,MERCH_1265,Location_078,False
TXN_00000122,CUST_01716,77.36860629603001,2024-12-08 21:29:09.597062,mobile,restaurant,MERCH_4775,Location_040,False
TXN_00000123,CUST_00466,254.80860081680171,2024-10-14 10:57:09.597062,mobile,retail,MERCH_3405,Location_072,False
TXN_00000124,CUST_00342,32.52970279684988,2025-04-17 09:48:09.597062,in_store,restaurant,MERCH_3832,Location_014,False
TXN_00000125,CUST_01172,139.46199725177547,2025-03-29 14:01:09.597062,in_store,restaurant,MERCH_7506,Location_034,False
TXN_00000126,CUST_00133,89.00803893765627,2025-07-04 09:06:09.597062,online,entertainment,MERCH_9117,Location_040,False
TXN_00000127,CUST_01638,227.38245787615438,2024-11-17 04:00:09.597062,in_store,grocery,MERCH_8198,Location_049,False
TXN_00000128,CUST_01483,87.53772127357453,2024-10-14 05:41:09.597062,online,grocery,MERCH_6944,Location_038,False
TXN_00000129,CUST_01840,191.17027341340474,2024-08-17 21:41:09.597062,online,entertainment,MERCH_1252,Location_078,False
TXN_00000130,CUST_00936,282.12307891281415,2025-03-04 08:18:09.597062,mobile,restaurant,MERCH_7269,Location_019,False
TXN_00000131,CUST_01943,177.70032758795602,2025-02-25 00:00:09.597062,online,restaurant,MERCH_1311,Location_083,False
TXN_00000132,CUST_01662,69.83729051008699,2025-06-14 07:44:09.597062,online,retail,MERCH_3149,Location_039,False
TXN_00000133,CUST_01311,160.9771514085961,2024-11-07 02:46:09.597062,in_store,grocery,MERCH_2583,Location_040,False
TXN_00000134,CUST_01978,213.91786007962415,2024-11-17 02:12:09.597062,online,restaurant,MERCH_1153,Location_087,False
TXN_00000135,CUST_00587,26.588078946965577,2024-08-08 04:24:09.597062,online,grocery,MERCH_7566,Location_094,False
TXN_00000136,CUST_00438,184.10781783264753,2024-08-01 19:54:09.597062,in_store,gas,MERCH_1776,Location_035,False
TXN_00000137,CUST_01369,41.3565986849851,2025-03-21 12:48:09.597062,mobile,entertainment,MERCH_1341,Location_069,False
TXN_00000138,CUST_00145,355.57219842786037,2024-11-12 21:14:09.597062,mobile,entertainment,MERCH_8610,Location_020,False
TXN_00000139,CUST_01092,63.52094104073917,2025-04-25 10:10:09.597062,online,entertainment,MERCH_7842,Location_060,False
TXN_00000140,CUST_01682,55.919314766807325,2025-05-29 08:22:09.597062,mobile,retail,MERCH_6593,Location_086,False
TXN_00000141,CUST_01225,75.12968436296622,2024-11-22 11:22:09.597062,online,restaurant,MERCH_1500,Location_005,False
TXN_00000142,CUST_01338,381.5749256966001,2024-10-02 16:39:09.597062,in_store,restaurant,MERCH_6288,Location_025,False
TXN_00000143,CUST_00690,917.0597185295842,2024-12-20 13:47:09.597062,online,gas,MERCH_2121,Location_054,False
TXN_00000144,CUST_01480,18.045369083162953,2024-12-01 04:23:09.597062,in_store,restaurant,MERCH_4997,Location_048,False
TXN_00000145,CUST_01644,339.7074720327488,2024-09-11 01:26:09.597062,in_store,grocery,MERCH_3811,Location_092,False
TXN_00000146,CUST_00211,104.15134187984434,2025-05-25 16:11:09.597062,in_store,grocery,MERCH_9121,Location_074,True
TXN_00000147,CUST_00565,234.25813391561067,2025-04-27 03:55:09.597062,online,retail,MERCH_6231,Location_076,False
TXN_00000148,CUST_01230,120.56708945765078,2024-09-19 06:33:09.597062,in_store,grocery,MERCH_4793,Location_038,False
TXN_00000149,CUST_01209,48.55520337363239,2024-11-27 19:24:09.597062,online,grocery,MERCH_1017,Location_045,False
TXN_00000150,CUST_01553,111.62205653681553,2024-08-16 15:07:09.597062,online,gas,MERCH_1291,Location_055,False
TXN_00000151,CUST_00169,25.507419203892923,2025-06-12 20:04:09.597062,mobile,entertainment,MERCH_9548,Location_060,False
TXN_00000152,CUST_00130,106.83251394382098,2024-08-02 07:39:09.597062,online,retail,MERCH_5502,Location_078,False
TXN_00000153,CUST_00694,677.9811030243771,2025-03-25 07:22:09.597062,in_store,retail,MERCH_5143,Location_031,False
TXN_00000154,CUST_00313,335.82191698123336,2024-12-01 22:56:09.597062,mobile,restaurant,MERCH_7186,Location_014,False
TXN_00000155,CUST_00166,51.435523525507556,2025-03-09 20:26:09.597062,in_store,restaurant,MERCH_3042,Location_092,False
TXN_00000156,CUST_00410,52.5738666411236,2025-05-03 10:22:09.597062,online,grocery,MERCH_2169,Location_081,False
TXN_00000157,CUST_00252,978.6491998714652,2024-12-11 08:14:09.597062,online,grocery,MERCH_5223,Location_099,False
TXN_00000158,CUST_00436,199.09674758160753,2025-07-08 11:57:09.597062,online,grocery,MERCH_5678,Location_001,False
TXN_00000159,CUST_01480,261.1834967977476,2024-09-14 23:24:09.597062,mobile,restaurant,MERCH_7432,Location_042,False
TXN_00000160,CUST_01442,115.58286602309866,2025-06-01 11:34:09.597062,online,retail,MERCH_6044,Location_065,False
TXN_00000161,CUST_00461,685.3884260919876,2024-07-15 16:50:09.597062,mobile,entertainment,MERCH_4742,Location_057,False
TXN_00000162,CUST_01377,124.66598289782685,2024-12-07 18:41:09.597062,mobile,retail,MERCH_7246,Location_027,False
TXN_00000163,CUST_00654,72.72407181875339,2024-11-04 21:19:09.597062,online,retail,MERCH_8964,Location_054,True
TXN_00000164,CUST_00778,76.92862596201546,2024-08-13 13:11:09.597062,in_store,restaurant,MERCH_9040,Location_039,False
TXN_00000165,CUST_01213,41.39765658144581,2025-04-16 16:12:09.597062,mobile,retail,MERCH_7722,Location_020,False
TXN_00000166,CUST_01426,259.7875436913983,2024-09-23 19:06:09.597062,mobile,gas,MERCH_8259,Location_098,False
TXN_00000167,CUST_00163,160.07514309270243,2024-09-23 14:45:09.597062,in_store,restaurant,MERCH_7126,Location_097,False
TXN_00000168,CUST_01836,18.489153883544393,2024-08-10 12:38:09.597062,in_store,restaurant,MERCH_8941,Location_083,False
TXN_00000169,CUST_01491,25.833405616433023,2025-03-22 22:38:09.597062,in_store,restaurant,MERCH_5117,Location_082,False
TXN_00000170,CUST_00480,834.1143281066428,2025-01-22 04:33:09.597062,mobile,gas,MERCH_5905,Location_084,False
TXN_00000171,CUST_01388,386.6919255612409,2024-10-19 10:19:09.597062,in_store,entertainment,MERCH_4968,Location_089,False
TXN_00000172,CUST_01431,145.71935132293714,2024-12-09 07:02:09.597062,online,grocery,MERCH_4106,Location_043,False
TXN_00000173,CUST_00401,173.13270540760897,2025-05-19 18:27:09.597062,in_store,entertainment,MERCH_1567,Location_075,False
TXN_00000174,CUST_01792,107.94752236566468,2025-06-16 05:29:09.597062,mobile,retail,MERCH_2080,Location_031,False
TXN_00000175,CUST_00012,146.68310260140458,2025-03-08 09:30:09.597062,online,retail,MERCH_9095,Location_043,False
TXN_00000176,CUST_00713,130.40913699528647,2025-05-16 06:48:09.597062,in_store,grocery,MERCH_9343,Location_099,False
TXN_00000177,CUST_00080,133.34206200424723,2024-10-08 02:15:09.597062,online,restaurant,MERCH_1954,Location_033,False
TXN_00000178,CUST_00256,822.2473107655501,2025-05-29 22:59:09.597062,in_store,grocery,MERCH_9423,Location_083,False
TXN_00000179,CUST_00279,102.67036836964542,2024-11-01 08:54:09.597062,online,grocery,MERCH_1179,Location_003,False
TXN_00000180,CUST_00449,579.1484229821373,2025-04-21 19:23:09.597062,in_store,retail,MERCH_5989,Location_045,False
TXN_00000181,CUST_01367,1236.7186546315338,2024-09-16 01:39:09.597062,online,grocery,MERCH_4017,Location_049,False
TXN_00000182,CUST_00098,77.17458241992252,2025-06-21 20:36:09.597062,mobile,grocery,MERCH_3299,Location_037,False
TXN_00000183,CUST_00233,110.51605996288635,2025-04-19 12:32:09.597062,online,gas,MERCH_7727,Location_029,True
TXN_00000184,CUST_01195,1763.1700815384786,2025-02-09 12:49:09.597062,online,gas,MERCH_7694,Location_015,False
TXN_00000185,CUST_00924,578.9086058775005,2025-01-27 17:50:09.597062,mobile,restaurant,MERCH_3889,Location_042,False
TXN_00000186,CUST_00568,430.07844326565873,2025-01-31 12:24:09.597062,mobile,gas,MERCH_9070,Location_025,False
TXN_00000187,CUST_00246,226.58170150732695,2024-07-26 12:22:09.597062,in_store,gas,MERCH_5332,Location_082,False
TXN_00000188,CUST_01220,33.2681649241636,2024-10-24 20:10:09.597062,in_store,retail,MERCH_9197,Location_046,False
TXN_00000189,CUST_00833,140.10714972021685,2024-12-26 21:13:09.597062,online,retail,MERCH_7854,Location_042,False
TXN_00000190,CUST_01999,415.0000290904288,2025-06-11 14:41:09.597062,online,restaurant,MERCH_3856,Location_019,False
TXN_00000191,CUST_01004,437.8164729770539,2025-02-10 14:53:09.597062,online,grocery,MERCH_3437,Location_069,False
TXN_00000192,CUST_00678,82.31240664803406,2024-07-18 07:51:09.597062,mobile,entertainment,MERCH_3046,Location_038,False
TXN_00000193,CUST_01142,40.73513193467101,2024-11-24 09:19:09.597062,online,grocery,MERCH_5498,Location_032,False
TXN_00000194,CUST_00117,852.286301929355,2025-05-24 10:37:09.597062,online,retail,MERCH_8205,Location_064,False
TXN_00000195,CUST_01504,113.17469593364983,2025-06-14 16:57:09.597062,in_store,grocery,MERCH_2046,Location_003,False
TXN_00000196,CUST_00420,124.45663127478866,2025-07-03 00:40:09.597062,in_store,restaurant,MERCH_8937,Location_086,False
TXN_00000197,CUST_01507,25.531383370983153,2024-09-06 12:25:09.597062,online,grocery,MERCH_9500,Location_022,False
TXN_00000198,CUST_00025,620.1528337174243,2025-04-03 01:56:09.597062,mobile,grocery,MERCH_3491,Location_011,False
TXN_00000199,CUST_01405,418.1964281067489,2025-05-28 18:52:09.597062,mobile,grocery,MERCH_6997,Location_094,False
TXN_00000200,CUST_00609,139.30030160246258,2025-04-13 23:50:09.597062,online,grocery,MERCH_4592,Location_072,False
TXN_00000201,CUST_01259,135.6194760609586,2024-09-05 21:14:09.597062,mobile,grocery,MERCH_6217,Location_010,False
TXN_00000202,CUST_00058,484.2764429745132,2025-01-23 16:33:09.597062,in_store,grocery,MERCH_4667,Location_044,False
TXN_00000203,CUST_00717,86.55400818310189,2024-12-17 16:45:09.597062,online,grocery,MERCH_6277,Location_059,False
TXN_00000204,CUST_00378,282.6632883947847,2025-01-14 02:52:09.597062,online,retail,MERCH_6440,Location_012,False
TXN_00000205,CUST_00180,404.74229197133246,2024-08-31 20:56:09.597062,in_store,gas,MERCH_5271,Location_041,False
TXN_00000206,CUST_00723,40.826856462986115,2025-05-10 02:35:09.597062,mobile,gas,MERCH_3310,Location_073,False
TXN_00000207,CUST_00454,221.84824100120267,2024-08-13 10:21:09.597062,in_store,retail,MERCH_8195,Location_078,False
TXN_00000208,CUST_00474,232.9737611252742,2024-12-23 04:17:09.597062,in_store,restaurant,MERCH_8290,Location_049,False
TXN_00000209,CUST_00903,223.5747364603066,2025-04-25 02:59:09.597062,online,grocery,MERCH_3652,Location_069,False
TXN_00000210,CUST_01090,102.29783704581908,2025-06-01 14:19:09.597062,mobile,retail,MERCH_1632,Location_098,False
TXN_00000211,CUST_00840,237.79635204799814,2024-12-25 22:55:09.597062,online,retail,MERCH_7325,Location_078,False
TXN_00000212,CUST_00579,157.12481754840414,2025-02-04 18:07:09.597062,in_store,retail,MERCH_2231,Location_073,False
TXN_00000213,CUST_01501,728.8998898084579,2024-11-18 12:40:09.597062,in_store,grocery,MERCH_3442,Location_023,False
TXN_00000214,CUST_01845,206.468113695478,2025-05-28 17:59:09.597062,online,entertainment,MERCH_4032,Location_004,False
TXN_00000215,CUST_01132,806.5028994145432,2025-01-11 03:40:09.597062,in_store,entertainment,MERCH_8255,Location_035,False
TXN_00000216,CUST_01426,68.12452723486358,2025-07-13 00:30:09.597062,mobile,restaurant,MERCH_6642,Location_005,False
TXN_00000217,CUST_01470,83.35091293051534,2024-09-14 10:56:09.597062,online,gas,MERCH_2540,Location_065,False
TXN_00000218,CUST_01626,32.1960747348477,2024-10-03 00:10:09.597062,online,gas,MERCH_8998,Location_016,False
TXN_00000219,CUST_01481,289.22916839416854,2025-01-23 21:08:09.597062,online,retail,MERCH_7482,Location_078,False
TXN_00000220,CUST_00953,26.795055065421728,2025-01-29 05:25:09.597062,in_store,grocery,MERCH_9696,Location_055,False
TXN_00000221,CUST_00269,43.68584673755011,2025-02-19 21:18:09.597062,in_store,retail,MERCH_4966,Location_069,False
TXN_00000222,CUST_01776,488.68891300998985,2024-10-29 00:17:09.597062,in_store,grocery,MERCH_6529,Location_099,False
TXN_00000223,CUST_00899,1341.24262372801,2024-12-12 09:55:09.597062,in_store,restaurant,MERCH_8093,Location_065,False
TXN_00000224,CUST_00805,65.58095552133925,2024-09-09 22:13:09.597062,online,retail,MERCH_5423,Location_094,False
TXN_00000225,CUST_00928,156.4627183621505,2024-09-04 02:23:09.597062,mobile,retail,MERCH_5166,Location_014,False
