customer_id,transaction_id,amount,merchant_id,timestamp,channel,is_fraud,location_lat,location_lon,device_type,payment_method,merchant_category,user_age,account_age_days,_bronze_id,_ingestion_timestamp,_ingestion_method,_schema_version,is_high_value,is_weekend,transaction_hour,is_business_hours,_quality_score
b112398a-e117-42e7-a239-432f15cbfeac,e876574d-a491-4459-9f80-5317d069b096,262.69,merchant_50,2025-03-18T15:57:52,mobile,False,30.229725,-124.640014,mobile,paypal,retail,51,123,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
60e2015f-3d25-451d-b6b1-4543dcc0e875,cf333cf7-8c46-4a77-a1b9-cceb3e65401c,618.89,merchant_12,2024-11-24T07:26:01,mobile,True,26.494505,-85.118088,mobile,paypal,restaurant,25,3126,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,7,False,1.0
da97a89c-943e-4a21-883b-f088dd84147f,08d36a53-ba67-46eb-9e1a-69e0dae3d613,730.23,merchant_94,2024-09-15T00:35:07,mobile,True,26.367731,-93.106775,mobile,debit_card,retail,78,1637,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,0,False,1.0
8dc3b381-4324-4708-90c6-c1b2514eb0ba,7ea627f2-8454-4b8d-a378-bf89a12dfd7b,361.66,merchant_17,2025-06-28T22:16:59,in-store,False,32.079722,-101.082588,mobile,debit_card,grocery,62,3515,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,22,False,1.0
4c888b7b-7dd2-4d2d-92e3-9cf7af91604d,8fc07295-3edf-45b9-b017-d0d87c5ab79e,431.98,merchant_15,2025-03-30T02:04:33,in-store,True,27.583338,-115.993633,desktop,paypal,grocery,25,1248,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,2,False,1.0
df7aa0e6-0109-4863-9e2c-1a19580e753b,daed248c-65bd-49e9-907a-335996ce162a,904.02,merchant_64,2025-06-18T15:20:28,mobile,False,30.669686,-91.80571,mobile,credit_card,retail,66,2273,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
0c5f1dda-ba27-438f-8978-b042d4b25d90,958c9cc8-e2cf-489f-838a-0351ac45826b,538.67,merchant_5,2024-08-31T12:19:48,online,True,32.555528,-74.694275,mobile,debit_card,restaurant,46,445,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,12,True,1.0
d9ba4cd1-8403-4a8e-bca7-7eca6334f547,7bc3aa6f-5742-4adf-a44c-f5b4b23292eb,403.45,merchant_54,2024-09-29T00:34:57,mobile,True,46.076029,-119.62235,desktop,debit_card,gas,31,345,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,0,False,1.0
cdd81fdf-a551-412e-ba0c-366a207ee999,aac956d2-9447-4c25-ad4f-49d6aee36cf4,85.32,merchant_10,2025-02-20T18:38:40,online,True,48.030625,-111.648536,desktop,debit_card,gas,30,818,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,18,False,1.0
df0a06c0-aaf0-43e0-beae-67a8ee489e41,db60108a-4206-46b8-88fc-65d803d74f26,667.44,merchant_30,2025-06-26T05:48:54,online,False,43.063943,-75.87928,tablet,credit_card,gas,67,3240,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,5,False,1.0
6ca24d71-f449-4eed-95e2-78eec1e6dc6d,a5738baf-fded-4bb4-a390-ceaf466b72e9,78.09,merchant_18,2025-04-02T07:44:54,in-store,True,36.267178,-114.724297,mobile,debit_card,grocery,32,2323,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,7,False,1.0
0cd57a7d-e7cd-42d8-bd6a-c847d0b54450,2699ca27-6bdc-47d8-a3c7-7ba851ddc868,822.25,merchant_90,2024-11-28T09:55:57,online,False,45.900089,-88.770558,mobile,credit_card,grocery,33,3179,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,9,True,1.0
aa6806c8-8dd7-4af8-b028-380dc6828098,090de62f-4902-4ea3-93c8-2617abb68d34,742.65,merchant_5,2024-10-09T13:51:10,in-store,True,37.39304,-118.698602,tablet,debit_card,grocery,78,1454,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,13,True,1.0
5390ca90-a609-4404-834a-25819a56e900,93c45af5-a0d5-49b5-a264-1d10b21c2490,720.95,merchant_40,2025-07-10T07:36:10,online,False,48.082165,-99.245366,desktop,paypal,restaurant,66,2320,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,7,False,1.0
dcf5ac0a-9ecd-4b4c-bc28-d77eb30aae17,454ec2b1-6a03-4a69-a284-6bed3c172f49,742.63,merchant_27,2024-11-07T14:52:00,in-store,False,48.749391,-92.924527,desktop,debit_card,restaurant,47,2453,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,14,True,1.0
095ff74f-6d86-4c7d-b028-aaec6000fb50,4a5e7582-45ae-44d1-a537-12907d7aee7a,341.1,merchant_19,2025-02-24T15:02:18,mobile,True,36.944166,-71.860104,tablet,credit_card,grocery,35,3371,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
c763e343-3322-47b9-8915-a542e66c2751,93ef5dd3-4fda-4313-86ae-8e5ad3bd75b4,625.19,merchant_26,2025-06-26T11:22:40,mobile,False,33.23516,-108.288534,mobile,debit_card,grocery,71,1848,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,11,True,1.0
8bc0f6fb-d78a-41f2-9fd9-881f9649ccdf,ea0b4518-ec09-4c39-bdd0-23200d5a71f5,977.12,merchant_10,2024-07-13T17:28:16,in-store,False,35.278885,-85.346838,desktop,debit_card,restaurant,18,991,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,17,True,1.0
91ceaa92-7404-4cde-8549-f33395dc295f,e0789cc4-4592-4f51-b31f-1a1219a8a162,901.94,merchant_34,2024-08-18T19:15:53,mobile,False,37.946253,-98.76239,mobile,paypal,retail,47,2517,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,19,False,1.0
b4612f95-d1cc-4029-883a-17161f40e01a,f8baed93-5224-4a97-bf5b-2f3684899539,977.97,merchant_23,2025-03-01T02:22:10,in-store,True,28.622559,-83.155463,desktop,paypal,grocery,29,362,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,2,False,1.0
dd61e7b7-1228-4fdc-9cd1-8adeb687d4d5,87a8ccb6-4dbf-44b4-945e-4ed015b2e8b4,913.25,merchant_1,2024-07-28T15:36:56,mobile,False,29.109305,-111.702738,desktop,debit_card,retail,37,687,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,15,True,1.0
301bd76e-6edd-45df-831b-24a2c7017ce2,8384efdf-7bde-47fe-b801-6168b4f528f0,530.24,merchant_50,2025-06-13T01:16:14,online,False,39.889171,-117.000059,mobile,debit_card,grocery,20,2783,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,1,False,1.0
61a0abd7-8b48-4495-a409-0c6fdac103be,c6baf802-8dcd-4620-a8dd-259f1a792b5e,92.9,merchant_87,2024-07-24T10:11:12,mobile,True,47.170267,-80.076935,mobile,credit_card,grocery,21,3487,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,10,True,1.0
c0ff7f2e-d871-4614-9311-6284a82182c8,ddde27cf-6465-47f1-837f-083ce47d17e0,518.46,merchant_41,2024-12-22T05:05:17,mobile,False,31.777092,-108.292322,desktop,debit_card,grocery,23,204,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,5,False,1.0
f02263a3-fab8-430c-a838-6b395b438e7b,82583328-4a75-498b-802f-0e9a181eb3bc,838.2,merchant_46,2024-09-02T19:45:17,in-store,False,34.468203,-77.927808,desktop,credit_card,gas,65,1768,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,19,False,1.0
65e1d276-7419-4990-8ec3-cc20cecfb36e,8eb75c2b-9d80-4076-be86-4ce9905f0cc4,306.82,merchant_36,2025-01-24T03:08:37,in-store,False,48.905164,-70.939844,tablet,credit_card,grocery,68,1706,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,3,False,1.0
480b820c-a974-4b41-b278-b497e306509e,3f9264d2-7d0a-4ebb-a2b3-b09194184a53,45.28,merchant_20,2024-07-24T15:56:56,mobile,False,32.962026,-98.860132,tablet,credit_card,gas,60,685,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
63cccd02-fd57-44ef-ada2-3d1c96c55e1d,b5073927-8600-4c43-8b95-ba7bf673a5c1,379.69,merchant_13,2024-10-15T01:47:32,mobile,False,41.806902,-90.859088,mobile,credit_card,gas,71,1185,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,1,False,1.0
b00f5c39-62a7-44ef-b149-91e1ecb78992,eb80680d-3db7-4d4c-b96a-242c780832d2,176.83,merchant_63,2024-08-14T08:01:38,mobile,False,40.486151,-101.227697,desktop,credit_card,grocery,45,1038,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,8,False,1.0
e0da6db4-4696-4998-9eda-dab3a70c1b3a,f9f11cd3-126e-4923-b55b-c7c0891f628a,997.1,merchant_18,2025-01-13T12:16:11,in-store,True,35.605334,-117.862189,tablet,paypal,retail,65,3130,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,12,True,1.0
de52026c-f472-423e-b046-6a4fafd85253,83c30292-38e8-433d-b3ea-b21c9b4d5ced,116.24,merchant_6,2024-08-30T17:28:47,online,True,28.943475,-103.642079,tablet,paypal,gas,61,3010,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,17,True,1.0
da068469-9664-4ae7-ad33-c6dc3236b407,bb99a0ff-4f87-4569-8962-fd617af870f8,284.0,merchant_97,2024-10-21T19:06:46,online,False,33.872234,-97.433163,tablet,credit_card,restaurant,72,2839,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,19,False,1.0
bab3ea2e-dd50-4781-a652-4619ba0a4d9b,23d4ba50-ea9a-4f30-a755-b7ee86228f7a,588.25,merchant_38,2025-02-12T00:29:28,in-store,False,34.441312,-71.291859,tablet,debit_card,gas,23,1771,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,0,False,1.0
cef79b8e-f8df-495d-941f-ecebd51affd0,7ef58a14-00c0-4337-80e1-6398c8413f75,574.43,merchant_70,2024-10-02T04:31:09,online,False,25.880196,-93.238377,tablet,credit_card,grocery,37,723,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,4,False,1.0
8f3ea1c8-21c4-4bec-a38a-8e6b28f942da,4fc9ad42-ad0f-4514-a721-4470269fafe6,672.94,merchant_64,2024-10-06T23:20:25,mobile,True,33.831369,-92.952755,mobile,paypal,gas,70,1774,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,23,False,1.0
ab545e9f-df82-47db-8b2c-ff668b1adf4f,419db891-99e6-4bd6-9028-9aaaccdac052,742.02,merchant_70,2025-06-11T10:06:35,online,False,47.498034,-107.457251,desktop,credit_card,grocery,66,3500,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,10,True,1.0
3a7a2c91-00a9-4df3-a5ba-0e709c16cc80,4face898-792e-4b5d-b25d-9051629fd1aa,48.49,merchant_36,2025-07-04T19:51:48,in-store,False,36.787434,-92.951337,mobile,credit_card,grocery,51,2074,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,19,False,1.0
12832e39-94d5-46ad-ba7b-f58a4a2b29bf,9e84ba7f-b675-4425-8d09-a849d91e225e,665.32,merchant_94,2025-03-11T16:02:34,in-store,True,47.961687,-80.428604,desktop,credit_card,gas,66,1640,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,16,True,1.0
5a9b0dfe-23f5-4c62-81dc-40f4470f12ec,b84012ae-2d05-4e12-99d5-053595f1745e,313.79,merchant_61,2025-05-12T07:39:35,in-store,True,47.193787,-100.899213,mobile,credit_card,grocery,42,2737,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,7,False,1.0
048acedf-4c96-4a53-b0ee-5842131ac63a,d2ec11f4-b9fb-4bce-881c-a9c2d4cf151c,523.4,merchant_52,2024-10-20T03:21:31,mobile,False,27.583582,-105.647133,mobile,paypal,gas,19,1728,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,3,False,1.0
a2d600ac-8621-4768-9b23-e86bc6b02b77,429d3b19-a6a9-4793-b8a6-8302dd391472,956.95,merchant_15,2024-09-12T07:36:24,online,False,46.341455,-105.543639,mobile,paypal,gas,80,939,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,7,False,1.0
9e2e3be1-9839-4ae7-826d-5c605995bf96,8c2c2147-ebd5-494d-8985-445a1a8d7705,126.18,merchant_63,2024-12-27T15:46:04,online,True,46.52632,-103.740095,desktop,paypal,retail,61,3012,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
33d2e4a1-ba20-40cd-a430-7abc01a753cf,8f45e354-d0f7-43e0-b824-e541e49e7bfd,498.55,merchant_67,2024-11-04T15:01:28,in-store,False,46.248262,-107.354676,tablet,paypal,retail,26,2477,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
7f6d68e0-638a-409a-a107-2a8cba899ade,de307722-9ed3-42f9-bbe0-9ebfd2fdad67,587.02,merchant_37,2025-01-13T00:20:48,online,True,30.256377,-81.141194,desktop,debit_card,grocery,36,2016,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,0,False,1.0
b36a9117-9477-4b4a-8de0-30edc36263cf,a6d42a04-e3d3-451d-a032-f1966fa68dab,788.7,merchant_7,2025-02-25T22:04:17,mobile,False,37.550794,-73.970619,tablet,paypal,grocery,41,263,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,22,False,1.0
9ff8b7e4-cf12-49da-8bcb-042f66892cac,5e9df8b2-881c-4658-b7e2-20236823c42b,935.04,merchant_80,2025-02-18T02:54:23,online,False,29.836918,-88.988241,mobile,debit_card,gas,26,1349,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,2,False,1.0
7b42f8c1-ce69-490c-9bb2-ba3abd1d11ae,57f7726e-54e7-480e-957c-dc6f191e3bd4,583.74,merchant_9,2025-02-11T01:01:50,mobile,True,27.894806,-117.815897,mobile,paypal,grocery,26,41,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,1,False,1.0
523f2ad1-6702-48f7-bfe8-777a2aa904c2,2b772b93-9a42-40e9-92ac-2a046ddf6510,767.41,merchant_58,2025-01-16T23:18:01,mobile,True,33.323326,-88.928146,mobile,debit_card,restaurant,18,721,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,23,False,1.0
dc1266d7-f413-474e-8968-1546e0da26cb,001f8882-6503-426b-b4bf-f867cef7f466,900.97,merchant_55,2025-06-01T10:26:07,mobile,True,29.608931,-70.905238,tablet,debit_card,grocery,34,1405,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,10,True,1.0
34d30aa1-57d5-4b2b-90cf-74f4b3ca8a77,b0f32d07-46e7-4ecb-a09f-9e3773283ccf,900.68,merchant_87,2025-07-06T17:20:21,online,True,28.535294,-98.916012,mobile,debit_card,gas,67,2739,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,17,True,1.0
711e7550-7843-4e8c-93e2-b04939b1f547,e31a2002-b163-4c8b-a871-80cc40ec45ab,510.07,merchant_22,2025-02-22T23:18:30,in-store,True,34.91892,-87.97018,desktop,paypal,gas,66,802,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,23,False,1.0
f3895022-9ba0-4461-905b-6f6fa864b25e,36d562d5-0bea-4ff0-9c48-21a00fcd704f,82.32,merchant_55,2025-04-24T17:38:44,in-store,False,37.554159,-124.178962,mobile,credit_card,grocery,30,3307,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,17,True,1.0
b769c750-54cf-4060-9ecd-fa0d77fe6062,20756a14-3a72-4e62-8002-3bbd88a48344,419.03,merchant_25,2025-05-09T15:39:19,online,False,27.331343,-94.425907,tablet,debit_card,gas,58,3292,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,15,True,1.0
dfb859ce-a2f7-4ad2-a7a4-86a7dfae828c,628e9255-4f48-4da7-8719-4d6d0bf504cb,519.58,merchant_60,2024-10-08T23:01:08,online,True,49.374252,-80.680267,desktop,debit_card,restaurant,79,2528,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,23,False,1.0
caabcafc-e1fb-4b0b-8404-7f58b38c8de8,b465d999-544a-4195-9102-fb4151284f88,968.54,merchant_93,2024-10-10T00:06:45,in-store,True,44.856601,-79.594618,mobile,paypal,retail,63,351,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,0,False,1.0
d7f14cfb-249e-4f13-a5bc-3699ee609b3c,1e87ce43-7333-466f-b5b0-0684fbc9e27c,637.19,merchant_90,2024-08-17T10:26:31,mobile,False,48.950756,-117.790988,mobile,paypal,restaurant,39,1691,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,10,True,1.0
8ae31bd6-5708-4242-9f59-bbe8d17e1a10,8cd9ad25-c58d-455f-8f07-92d64d67cb73,187.06,merchant_4,2024-10-02T04:42:56,mobile,False,43.021737,-84.928775,desktop,debit_card,restaurant,57,1574,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,4,False,1.0
1a3fdb75-bde6-41f9-878b-bfb885500cd1,f75ff13e-396e-4f72-9c90-22b0111f2eb8,780.87,merchant_82,2025-03-27T10:41:54,in-store,True,38.534707,-99.66564,tablet,credit_card,grocery,68,1996,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,10,True,1.0
5b3e2c55-46d7-472b-af74-0962bbd77fed,9aadd4e9-7348-4d32-8197-b3fed9103225,775.63,merchant_26,2025-02-06T04:39:22,in-store,False,44.310124,-103.23873,desktop,credit_card,gas,24,1559,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,4,False,1.0
d3fdbc94-70ee-4fc2-975f-47ead4123226,df27b43d-569a-4c28-97e9-8403832714af,805.68,merchant_60,2025-02-15T12:08:59,mobile,True,41.640435,-77.475268,tablet,credit_card,gas,51,1246,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,12,True,1.0
06d6875b-38f5-440f-974f-0fa813fb1c61,a6af6d62-57d0-4d2c-9c40-d4939f8fc4af,887.77,merchant_59,2025-06-12T02:45:24,online,False,29.806224,-81.004868,tablet,paypal,grocery,36,2884,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,2,False,1.0
580739dd-0ac9-4a61-aaa5-e471abb7d962,64c9d2f6-e137-43fb-9508-2f4d97e53ec9,275.58,merchant_67,2024-09-11T18:50:07,mobile,True,43.85148,-86.092967,desktop,paypal,grocery,19,1827,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,18,False,1.0
5f9c1646-6bf6-46e5-bf44-f12bd1621c4d,07f33a18-942c-4cf5-a7d5-ea2a666f6148,531.8,merchant_14,2024-08-31T00:28:14,online,False,42.624347,-86.413097,mobile,credit_card,gas,78,2615,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,0,False,1.0
33537f66-10bf-4b35-bfc5-29a2e22c3cb4,4d79ef32-c15d-4cc6-be2e-46f8028cbad2,554.08,merchant_60,2025-02-02T19:58:20,online,True,43.661023,-92.885809,desktop,debit_card,grocery,21,1156,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,True,19,False,1.0
016bdc2f-0459-4c7c-bdb3-2a337ff2e92c,72b5e12d-7087-4ad5-96c4-c3be751e5be6,728.74,merchant_5,2025-05-12T16:48:14,mobile,True,34.68471,-71.007183,desktop,paypal,grocery,77,3276,dcdf8416-3715-43db-846f-e81bc10cff0c,2025-07-11 12:15:11.617959,batch_ingestion,v1.0,False,False,16,True,1.0
