transaction_id,customer_id,amount,channel,merchant_category,composite_fraud_score,fraud_risk_level,recommended_action,chargeback_risk_score,velocity_risk_score,pattern_risk_score,is_actual_fraud
TXN_00001330,CUST_000008,37.32,online,utilities,0.1190103656884908,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001416,CUST_000008,53.13,in-store,restaurant,0.12379851591613661,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001900,CUST_000009,177.49,in-store,restaurant,0.10592466681982979,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000317,CUST_000009,1.0,online,pharmacy,0.09256932508981439,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001148,CUST_000009,189.2,online,restaurant,0.0912183813598393,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002724,CUST_000009,252.84,mobile,pharmacy,0.08580819270348378,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002905,CUST_000009,20.93,mobile,grocery,0.08592123642579268,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000230,CUST_000009,117.12,mobile,pharmacy,0.10592943794980614,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001534,CUST_000009,87.75,mobile,gas,0.101062797966438,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002408,CUST_000009,54.43,mobile,gas,0.0824286968658311,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001352,CUST_000010,38.06,in-store,restaurant,0.18018407703225517,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001997,CUST_000010,1.0,in-store,subscription,0.18771198621949203,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000872,CUST_000010,132.34,in-store,utilities,0.17038129015655784,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001355,CUST_000010,141.58,in-store,grocery,0.1675034990782635,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002748,CUST_000010,48.2,in-store,grocery,0.1730550921036141,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002951,CUST_000010,91.01,in-store,subscription,0.1725902050582746,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000432,CUST_000010,117.46,mobile,utilities,0.17751884856503677,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001780,CUST_000012,1.0,online,grocery,0.0857783010609137,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002310,CUST_000012,60.51,online,restaurant,0.0771332964268559,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001439,CUST_000013,157.24,online,subscription,0.16534218409061224,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001083,CUST_000013,139.66,in-store,retail,0.17665176311031308,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001143,CUST_000013,216.73,in-store,subscription,0.1697585688642108,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002243,CUST_000013,92.44,online,restaurant,0.1768173864880575,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002171,CUST_000013,99.37,in-store,retail,0.1724874601930757,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002881,CUST_000013,134.34,in-store,restaurant,0.16110801806173905,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000049,CUST_000013,70.39,in-store,retail,0.16618213257698308,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001620,CUST_000013,167.54,in-store,grocery,0.171498819072836,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002101,CUST_000014,212.47,mobile,gas,0.09736829969094837,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000885,CUST_000014,47.79,online,subscription,0.0987125093107892,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002800,CUST_000014,135.03,mobile,subscription,0.10188959156173438,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001034,CUST_000014,6.91,online,restaurant,0.09223518283833139,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001948,CUST_000015,135.62,in-store,grocery,0.07702404150192187,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000146,CUST_000015,115.08,in-store,grocery,0.06676660834350837,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002500,CUST_000016,132.54,mobile,utilities,0.08816544969702977,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001804,CUST_000016,27.34,mobile,gas,0.09667322501735626,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000112,CUST_000016,22.15,in-store,restaurant,0.08113720652875514,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000480,CUST_000017,106.77,in-store,utilities,0.10846066708825365,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002468,CUST_000018,167.0,online,pharmacy,0.1294022392513381,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002515,CUST_000018,74.77,mobile,restaurant,0.12489565955899941,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001930,CUST_000018,215.94,in-store,utilities,0.13616521735895315,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002030,CUST_000018,221.57,mobile,restaurant,0.1282646493372392,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000220,CUST_000018,102.53,mobile,restaurant,0.13858585580038918,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002414,CUST_000019,156.15,in-store,grocery,0.1369241254455044,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002836,CUST_000019,328.31,in-store,utilities,0.12758861162887458,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000924,CUST_000019,203.01,in-store,restaurant,0.1320288537789976,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000365,CUST_000020,225.51,mobile,utilities,0.06829439234283606,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002840,CUST_000020,204.35,mobile,restaurant,0.05824304016802835,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001555,CUST_000020,74.63,in-store,grocery,0.05768961915942944,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000576,CUST_000020,249.1,in-store,subscription,0.05947860508641143,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002007,CUST_000020,129.94,mobile,restaurant,0.06629827912883358,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002974,CUST_000020,271.61,online,subscription,0.06406048276679088,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002004,CUST_000021,181.96,in-store,grocery,0.0562205891885215,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001545,CUST_000022,1.0,online,gas,0.16699271859065043,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002100,CUST_000023,103.74,mobile,gas,0.17881462850213903,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001663,CUST_000024,75.61,mobile,grocery,0.12029444852654414,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002040,CUST_000024,76.22,in-store,utilities,0.11991031770876476,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002392,CUST_000024,79.45,in-store,retail,0.1047774253003723,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001721,CUST_000024,71.29,in-store,grocery,0.10786559788163394,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001484,CUST_000025,89.05,mobile,gas,0.0859006320124081,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001774,CUST_000025,162.55,mobile,subscription,0.07804037052850968,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000819,CUST_000025,131.38,mobile,grocery,0.07399838965482018,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000371,CUST_000025,115.31,mobile,utilities,0.07675934588654357,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000019,CUST_000025,140.81,in-store,gas,0.07821416828621892,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000309,CUST_000025,171.41,online,subscription,0.06970289820535946,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000297,CUST_000026,110.03,mobile,utilities,0.15154325863952856,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002433,CUST_000027,445.37,in-store,utilities,0.043220239129767885,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000716,CUST_000027,190.3,mobile,pharmacy,0.056788538527428135,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001580,CUST_000028,92.65,online,utilities,0.15057577659694224,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001147,CUST_000028,34.26,online,grocery,0.13590355614780703,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001856,CUST_000028,70.13,in-store,gas,0.15158590210373732,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000896,CUST_000028,73.74,mobile,grocery,0.14171686763272728,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000254,CUST_000028,45.66,online,pharmacy,0.1537486275853645,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000470,CUST_000029,9.31,in-store,subscription,0.13732860106754466,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001727,CUST_000030,170.94,in-store,restaurant,0.10117441552879891,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000510,CUST_000030,305.96,online,pharmacy,0.09803617484528063,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001192,CUST_000030,358.03,mobile,grocery,0.10651957168032575,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001129,CUST_000031,170.56,online,retail,0.15904663069129438,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002766,CUST_000031,114.26,in-store,subscription,0.16193647182023566,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001512,CUST_000031,250.58,in-store,utilities,0.15546230065513922,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001634,CUST_000032,27.59,online,subscription,0.12189168444005255,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000012,CUST_000032,20.16,mobile,utilities,0.12803444359436605,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001180,CUST_000032,16.56,in-store,retail,0.13015383112483492,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000970,CUST_000033,73.88,in-store,restaurant,0.07660861257870377,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000609,CUST_000033,289.21,online,gas,0.06537981907645614,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001527,CUST_000033,195.12,in-store,restaurant,0.0696625440781063,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001920,CUST_000033,270.08,mobile,subscription,0.06852399345742904,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002565,CUST_000033,170.96,online,grocery,0.07831919187649142,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002410,CUST_000033,162.32,in-store,utilities,0.06825475735941638,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001486,CUST_000033,363.81,in-store,gas,0.07194879218851742,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001664,CUST_000034,115.19,online,grocery,0.11848986385936898,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002917,CUST_000034,152.64,in-store,utilities,0.11453494579244582,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002013,CUST_000034,193.55,online,grocery,0.12008916789740233,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001169,CUST_000034,174.19,online,pharmacy,0.1063954700140454,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002244,CUST_000035,147.89,mobile,utilities,0.047251086820301096,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001614,CUST_000035,125.77,mobile,utilities,0.05504249500248453,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002221,CUST_000035,239.53,online,subscription,0.06277183771552901,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001346,CUST_000036,250.31,mobile,grocery,0.07432826702637038,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000894,CUST_000036,1.0,in-store,retail,0.0701882472003014,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001329,CUST_000036,124.0,mobile,subscription,0.07559969707814157,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000316,CUST_000036,181.51,in-store,gas,0.08066508624036964,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002089,CUST_000036,107.2,in-store,pharmacy,0.07601881202112941,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002567,CUST_000036,232.75,online,restaurant,0.06618927674298075,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002025,CUST_000037,231.93,online,retail,0.11156668583515994,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000840,CUST_000037,187.19,online,restaurant,0.09755153492939488,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002309,CUST_000038,245.17,in-store,gas,0.10155142964701531,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001026,CUST_000038,202.55,in-store,retail,0.09690359584424013,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000385,CUST_000039,54.36,mobile,restaurant,0.12631490271655785,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002246,CUST_000039,72.79,in-store,utilities,0.1304252193318003,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001088,CUST_000040,57.49,in-store,retail,0.1548377440798211,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002178,CUST_000041,23.5,online,restaurant,0.16046055075416277,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000160,CUST_000041,277.02,in-store,subscription,0.16594729797011992,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002071,CUST_000041,63.55,online,gas,0.1567477045286049,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000757,CUST_000041,204.77,in-store,restaurant,0.16633373534769297,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002091,CUST_000042,107.84,in-store,pharmacy,0.2096918497868451,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00001261,CUST_000042,269.71,mobile,retail,0.2115837186533147,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00002816,CUST_000042,256.89,mobile,subscription,0.20994923297852053,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00002811,CUST_000042,40.75,online,retail,0.21274193068142058,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00002885,CUST_000043,9611.97,online,cash_advance,0.5644124754271073,MEDIUM,ADDITIONAL_VERIFICATION,1.0,0.0,0.0,True
TXN_00002659,CUST_000043,7730.47,online,adult_entertainment,0.32275675696605477,LOW,MONITORING,0.0,0.0,0.0,False
TXN_00001635,CUST_000043,17.73,online,adult_entertainment,0.3280261392378185,LOW,MONITORING,0.0,0.0,0.0,True
TXN_00001971,CUST_000044,151.95,in-store,grocery,0.11345354795275828,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001820,CUST_000044,1.0,in-store,gas,0.10547436884946934,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001659,CUST_000045,71.63,online,retail,0.15244015726413684,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002527,CUST_000046,30.27,in-store,grocery,0.1349694845548124,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002564,CUST_000046,46.25,in-store,subscription,0.13537522087842416,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002457,CUST_000046,67.69,in-store,grocery,0.13064689764967313,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002283,CUST_000046,88.88,in-store,restaurant,0.1315771435082382,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000697,CUST_000047,278.11,mobile,grocery,0.09450875593675179,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001647,CUST_000047,168.06,mobile,pharmacy,0.10169595881187403,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000818,CUST_000047,114.63,mobile,utilities,0.10930032658191631,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000674,CUST_000048,154.37,in-store,retail,0.15533133579633324,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001281,CUST_000048,148.67,in-store,gas,0.1607986199658146,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002167,CUST_000049,27.63,online,retail,0.09336102630642143,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001153,CUST_000049,24.51,in-store,retail,0.09029814345512432,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001154,CUST_000049,42.41,online,restaurant,0.07996489577419894,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000910,CUST_000049,20.7,mobile,restaurant,0.08818555405490543,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001505,CUST_000049,75.16,online,subscription,0.08111455552286487,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000387,CUST_000049,17.51,online,gas,0.08710296339047803,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002294,CUST_000050,58.57,in-store,retail,0.05888690442997212,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001381,CUST_000050,63.09,in-store,restaurant,0.06062867146361432,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001471,CUST_000050,58.96,in-store,grocery,0.054631740617883603,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001226,CUST_000050,56.28,mobile,grocery,0.058745745491896574,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001115,CUST_000050,94.1,in-store,gas,0.049896314641412046,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001522,CUST_000051,104.5,online,pharmacy,0.1313913212407199,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000393,CUST_000051,83.68,online,retail,0.12685400202674826,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000177,CUST_000052,27.74,online,grocery,0.12323130123257972,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001873,CUST_000052,11.11,online,subscription,0.12319408307142202,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001279,CUST_000052,38.29,in-store,grocery,0.1252158955683275,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000052,CUST_000052,12.86,in-store,pharmacy,0.13254655218956388,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002714,CUST_000053,153.03,mobile,utilities,0.1421804334699226,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002365,CUST_000053,75.67,online,gas,0.13333501614913398,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002043,CUST_000053,1.0,online,grocery,0.1316604928128666,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000188,CUST_000054,80.61,online,gas,0.1504007082618245,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002239,CUST_000054,58.3,in-store,restaurant,0.16148329083014398,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002806,CUST_000055,99.9,mobile,retail,0.14337318468846144,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001349,CUST_000055,242.87,mobile,pharmacy,0.1671301371001486,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000467,CUST_000055,187.11,mobile,pharmacy,0.15903179411565763,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001194,CUST_000055,203.89,in-store,retail,0.15492034553438813,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002057,CUST_000056,194.83,in-store,grocery,0.088164708715544,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001392,CUST_000057,122.02,in-store,gas,0.11647060205433818,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001537,CUST_000057,102.59,mobile,restaurant,0.11615347664588958,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002847,CUST_000057,82.85,mobile,pharmacy,0.10470197558110467,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001246,CUST_000057,75.17,online,gas,0.10130463552878802,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002315,CUST_000057,12.47,in-store,gas,0.09654973707671584,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000015,CUST_000057,75.51,online,grocery,0.1005836270254172,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000683,CUST_000057,109.2,online,grocery,0.092810284520981,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002374,CUST_000058,157.93,in-store,gas,0.09033182383460907,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001018,CUST_000058,81.19,in-store,pharmacy,0.09552849987699044,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000979,CUST_000059,113.33,in-store,pharmacy,0.11264480793596585,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002481,CUST_000059,180.35,mobile,grocery,0.10724147701218922,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001066,CUST_000060,52.58,online,retail,0.10850667994425156,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000992,CUST_000060,99.14,online,pharmacy,0.09829554099668211,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002825,CUST_000060,82.17,online,utilities,0.10945515250501107,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001328,CUST_000060,43.98,in-store,retail,0.10033766847221347,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001964,CUST_000060,73.57,in-store,subscription,0.10404442247229594,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001118,CUST_000060,72.35,mobile,utilities,0.10960596151486185,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000280,CUST_000061,9.73,online,grocery,0.04703911337415147,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002329,CUST_000061,23.0,in-store,retail,0.04910448747264092,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000613,CUST_000061,10.4,mobile,pharmacy,0.059176445013649825,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001855,CUST_000062,171.52,in-store,pharmacy,0.08438040687204228,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000977,CUST_000062,222.7,in-store,grocery,0.09084389339932519,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001400,CUST_000062,360.87,in-store,grocery,0.0915019449436529,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002855,CUST_000063,155.57,in-store,gas,0.15722611039626594,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002306,CUST_000063,95.83,mobile,retail,0.15659263549472535,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001379,CUST_000064,117.85,online,grocery,0.17374980291187528,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002349,CUST_000065,186.36,in-store,grocery,0.14181871092680415,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001558,CUST_000065,289.99,mobile,restaurant,0.1317169064460836,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001680,CUST_000066,105.71,mobile,utilities,0.09552483733728984,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001186,CUST_000066,15.03,in-store,retail,0.09124522010132147,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000530,CUST_000067,229.36,in-store,restaurant,0.12294349311058167,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002805,CUST_000067,131.61,in-store,subscription,0.12404335606433038,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001506,CUST_000068,142.65,online,restaurant,0.1839952378691919,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002389,CUST_000068,28.46,in-store,grocery,0.1773416701953449,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002471,CUST_000068,127.42,online,pharmacy,0.17936838307300307,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002735,CUST_000068,167.19,in-store,pharmacy,0.17077787314321197,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000151,CUST_000068,215.22,in-store,grocery,0.16745302450904256,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00001871,CUST_000069,72.85,in-store,grocery,0.12590578842772446,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002719,CUST_000070,132.87,mobile,utilities,0.17812619322148662,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000211,CUST_000070,216.44,online,grocery,0.16748757684086757,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00002759,CUST_000070,195.79,online,grocery,0.17945317314046702,MINIMAL,APPROVE,0.0,0.0,0.0,False
TXN_00000637,CUST_000070,175.24,in-store,grocery,0.16462763171651915,MINIMAL,APPROVE,0.0,0.0,0.0,False
