transaction_id,customer_id,amount,transaction_timestamp,channel,merchant_category,device_trust_score,ip_risk_score,transaction_hour,is_weekend,is_chargeback,is_refund,cvv_match,avs_match,is_actual_fraud,merchant_id
TXN_00000018,CUST_001913,10.31,2025-06-03 09:47:52.135064,mobile,restaurant,0.7862468969376428,0.4852414016426276,9,False,False,False,True,True,False,MERCH_6188
TXN_00000019,CUST_000460,103.85,2025-07-07 00:10:50.136056,online,gas,0.677883657684883,0.3759816031474371,0,False,False,False,True,True,False,MERCH_1733
TXN_00000020,CUST_000655,25.66,2025-06-09 08:44:44.137060,online,pharmacy,0.7340619205619885,0.1796595875421168,8,False,False,False,True,False,False,MERCH_7941
TXN_00000021,CUST_001203,331.88,2025-05-22 11:44:44.139053,online,retail,0.940215615204297,0.2903523075374826,11,False,False,False,True,True,False,MERCH_8769
TXN_00000022,CUST_001773,316.2,2025-06-28 01:34:34.140055,mobile,gas,0.43576265144804566,0.4081121195803693,1,True,False,False,True,True,False,MERCH_4456
TXN_00000023,CUST_000222,30.36,2025-06-11 09:19:43.141056,in-store,retail,0.650174066771399,0.30115425695366915,9,False,False,False,True,False,False,MERCH_8284
TXN_00000024,CUST_001608,160.19,2025-06-10 17:53:27.142054,online,pharmacy,0.48297661022194927,0.02915517299894338,17,False,False,False,True,True,False,MERCH_1191
TXN_00000025,CUST_001652,220.49,2025-07-09 00:26:42.143056,online,grocery,0.40258855618670747,0.3239831079211577,0,False,False,False,True,False,False,MERCH_2426
TXN_00000026,CUST_000376,238.05,2025-05-16 12:48:18.144055,in-store,grocery,0.44301130019510193,0.42039679387646556,12,False,False,False,False,True,False,MERCH_6979
TXN_00000027,CUST_000484,90.85,2025-07-08 00:24:14.146056,mobile,electronics,0.7964601335515457,0.2758305209492907,0,False,False,False,True,True,False,MERCH_4848
TXN_00000028,CUST_000807,723.86,2025-05-22 06:12:04.151057,mobile,retail,0.9989487271104812,0.08315131247386309,6,False,False,False,True,False,False,MERCH_1220
TXN_00000029,CUST_000690,47.73,2025-06-12 23:39:51.153061,online,grocery,0.5079322648758867,0.21351833235410744,23,False,False,False,True,False,False,MERCH_5014
TXN_00000030,CUST_001928,503.95,2025-05-28 00:34:32.154063,online,pharmacy,0.7600493238043204,0.2348389454151596,0,False,False,False,True,True,False,MERCH_5612
TXN_00000031,CUST_000051,24.88,2025-06-25 05:34:00.155053,mobile,utilities,0.687563036502737,0.1987972703895951,5,False,False,False,True,False,False,MERCH_2138
TXN_00000032,CUST_001316,26.73,2025-05-20 08:38:45.156054,in-store,restaurant,0.5832217091383924,0.3814040319371761,8,False,False,False,True,True,False,MERCH_4376
TXN_00000033,CUST_000463,67.44,2025-06-29 19:47:22.156054,online,gas,0.43720596221434976,0.4278439630906611,19,True,False,False,False,True,False,MERCH_7794
TXN_00000034,CUST_001010,173.29,2025-07-09 08:49:20.157053,in-store,electronics,0.5439549388802408,0.4323106803598927,8,False,False,False,True,True,False,MERCH_7652
TXN_00000035,CUST_001815,426.1,2025-07-06 21:43:44.158066,in-store,travel,0.7225948943490799,0.2874399394486151,21,True,False,False,True,True,False,MERCH_7111
TXN_00000036,CUST_001839,474.39,2025-05-25 15:22:51.159053,mobile,grocery,0.5228400449950229,0.11357366052326678,15,True,False,False,True,True,False,MERCH_9098
TXN_00000037,CUST_001312,99.08,2025-05-17 05:17:48.159053,mobile,utilities,0.6084679651888305,0.3156742277671813,5,True,False,False,False,True,False,MERCH_5642
TXN_00000038,CUST_000993,56.09,2025-06-28 14:18:13.160058,online,grocery,0.9747397939867694,0.39487255371279756,14,True,False,False,True,False,False,MERCH_1050
TXN_00000039,CUST_001015,151.25,2025-06-21 12:35:20.161054,mobile,restaurant,0.7403248864188201,0.19070596657616845,12,True,False,False,True,True,False,MERCH_7547
TXN_00000040,CUST_001332,210.27,2025-07-09 13:09:10.163054,in-store,grocery,0.7342838680413939,0.4960641680666504,13,False,False,False,False,True,False,MERCH_1764
TXN_00000041,CUST_001495,8.31,2025-05-24 05:47:38.164062,in-store,utilities,0.5995539024956259,0.41181712139341997,5,True,False,False,True,True,False,MERCH_8933
TXN_00000042,CUST_001283,594.87,2025-06-08 00:16:52.165057,mobile,travel,0.5714063797156455,0.4110678321375852,0,True,False,False,True,True,False,MERCH_5781
TXN_00000043,CUST_001967,192.3,2025-06-20 09:16:25.166057,in-store,grocery,0.6694482488277864,0.4983525683242594,9,False,False,False,False,False,False,MERCH_5390
TXN_00000044,CUST_000297,20.54,2025-05-25 20:29:29.167059,in-store,utilities,0.9602166559372419,0.008313473391480641,20,True,False,False,True,False,False,MERCH_5359
TXN_00000045,CUST_001537,7.75,2025-05-26 03:09:23.168052,online,electronics,0.6182121331937196,0.00251073792512041,3,False,False,False,False,False,False,MERCH_9439
TXN_00000046,CUST_001883,33.71,2025-05-27 01:10:48.170055,in-store,electronics,0.6573412753750114,0.19182364078166092,1,False,False,False,True,True,False,MERCH_6846
TXN_00000047,CUST_001796,324.97,2025-05-31 17:48:55.171060,online,grocery,0.6324959516062094,0.2817130541397544,17,True,False,False,True,False,False,MERCH_3544
TXN_00000048,CUST_001806,187.36,2025-06-23 07:04:00.172055,mobile,utilities,0.6266744077890238,0.18632798620808855,7,False,False,False,True,True,False,MERCH_5546
TXN_00000049,CUST_001788,45.75,2025-06-09 03:22:57.173052,online,gas,0.9104445293076535,0.2853089232452783,3,False,False,True,True,True,False,MERCH_1710
TXN_00000050,CUST_000952,9.31,2025-07-02 05:04:15.174055,online,grocery,0.8582796018695231,0.24767056070699128,5,False,False,True,True,True,False,MERCH_3077
TXN_00000051,CUST_001555,32.09,2025-06-03 23:03:18.175057,mobile,grocery,0.46502252319523013,0.3852687646885825,23,False,False,False,True,True,False,MERCH_6874
TXN_00000052,CUST_001450,125.82,2025-06-11 15:40:37.176055,in-store,utilities,0.9626736903100228,0.46589444163730254,15,False,False,False,False,True,False,MERCH_4412
TXN_00000053,CUST_001709,21.95,2025-06-18 10:23:42.177056,mobile,retail,0.6863320484303547,0.42759364972482655,10,False,False,False,False,False,False,MERCH_7715
TXN_00000054,CUST_001571,9.4,2025-07-01 15:07:47.179063,in-store,restaurant,0.9253206133956441,0.44697904038145314,15,False,False,False,True,True,False,MERCH_7180
TXN_00000055,CUST_001227,32.49,2025-06-30 11:47:44.180054,mobile,grocery,0.8328959191808352,0.3152316739537864,11,False,False,False,False,True,False,MERCH_4780
TXN_00000056,CUST_001180,231.32,2025-06-12 20:06:48.181054,online,gas,0.41274634527254395,0.36879410469415913,20,False,False,False,False,True,False,MERCH_8693
TXN_00000057,CUST_000119,388.59,2025-06-08 23:05:57.182059,in-store,travel,0.9484311224543458,0.4201549292618871,23,True,False,False,True,True,False,MERCH_7934
TXN_00000058,CUST_000011,9.64,2025-06-06 04:08:10.183056,mobile,retail,0.6245838611889463,0.025109285648491797,4,False,False,False,True,False,False,MERCH_2114
TXN_00000059,CUST_001417,208.93,2025-05-15 21:48:55.184053,online,restaurant,0.6288521626209931,0.33749016856225433,21,False,False,False,True,False,False,MERCH_9903
TXN_00000060,CUST_001498,59.27,2025-06-26 09:27:52.185055,mobile,restaurant,0.6308558785718354,0.091816544005699,9,False,False,False,True,False,False,MERCH_3745
TXN_00000061,CUST_000552,36.73,2025-06-03 13:39:46.187055,in-store,grocery,0.4520696519765208,0.01860447166283241,13,False,False,False,False,True,False,MERCH_7662
TXN_00000062,CUST_000989,271.64,2025-06-01 21:53:48.188054,in-store,travel,0.5840729137153798,0.4830380924682671,21,True,False,False,True,True,False,MERCH_4480
TXN_00000063,CUST_000538,233.02,2025-07-10 04:40:26.189057,mobile,electronics,0.5302998868677788,0.48782639072688844,4,False,False,False,True,True,False,MERCH_4085
TXN_00000064,CUST_001266,254.47,2025-05-31 23:20:25.190073,mobile,restaurant,0.5438620666781407,0.19600791066184997,23,True,False,False,True,False,False,MERCH_9848
TXN_00000065,CUST_001259,141.67,2025-06-13 09:52:39.191057,in-store,electronics,0.5584281118020611,0.19102884025248634,9,False,False,False,True,True,False,MERCH_9772
TXN_00000066,CUST_001627,39.48,2025-06-18 13:17:49.192056,online,gas,0.9060978860105591,0.27145867451325784,13,False,False,False,False,False,False,MERCH_7154
TXN_00000067,CUST_001620,87.46,2025-05-15 16:11:57.193055,mobile,gas,0.8751852863865901,0.17789800289898217,16,False,False,False,False,True,False,MERCH_7486
TXN_00000068,CUST_000109,44.53,2025-06-29 22:34:20.194056,online,travel,0.8141377196923076,0.3086984536194129,22,True,False,False,True,True,False,MERCH_4263
TXN_00000069,CUST_001660,191.21,2025-05-31 10:02:34.196055,online,restaurant,0.49622486314536607,0.17291008818540193,10,True,False,False,True,True,False,MERCH_6521
TXN_00000070,CUST_001611,274.24,2025-07-10 19:58:09.197056,online,pharmacy,0.652850602723094,0.4316344976068338,19,False,False,False,False,True,False,MERCH_8817
TXN_00000071,CUST_001523,182.33,2025-05-22 04:41:54.198055,mobile,grocery,0.5073395577246889,0.08874839902545384,4,False,False,False,True,False,False,MERCH_4879
TXN_00000072,CUST_001948,17.62,2025-05-13 05:55:19.200062,mobile,gas,0.5281230679076442,0.16315491912029828,5,False,False,False,False,True,False,MERCH_2244
TXN_00000073,CUST_000303,29.38,2025-06-13 22:16:14.201053,online,electronics,0.48119668111658354,0.15203332646589446,22,False,False,False,False,True,False,MERCH_4715
TXN_00000074,CUST_000568,102.37,2025-07-03 11:12:52.202061,in-store,grocery,0.6968612374118537,0.19034069918154628,11,False,False,False,True,False,False,MERCH_5459
TXN_00000075,CUST_000219,9.25,2025-06-23 23:34:52.203054,in-store,gas,0.6426108952916652,0.16422364983220178,23,False,False,False,True,True,False,MERCH_3365
TXN_00000076,CUST_000703,10.59,2025-06-30 23:33:17.204053,online,gas,0.5296243770216676,0.3716598712566354,23,False,False,False,True,False,False,MERCH_9003
TXN_00000077,CUST_000904,10.64,2025-05-19 23:29:43.206053,in-store,grocery,0.9108756759096632,0.36856844936574484,23,False,False,False,True,True,False,MERCH_2986
TXN_00000078,CUST_000615,101.75,2025-07-05 12:27:15.207054,mobile,gas,0.8879178983406313,0.4311658245866164,12,True,False,False,False,True,False,MERCH_8937
TXN_00000079,CUST_001052,5.0,2025-06-14 14:25:09.208059,in-store,travel,0.6719419015308667,0.4157135424816065,14,True,False,False,False,True,False,MERCH_1745
TXN_00000080,CUST_000581,134.48,2025-05-21 20:02:31.209054,in-store,restaurant,0.9864395921529736,0.155830922353354,20,False,False,False,True,True,False,MERCH_2011
TXN_00000081,CUST_001151,301.96,2025-06-11 08:22:24.210053,online,luxury,0.6658622974743926,0.1300860680578909,8,False,False,False,True,False,True,MERCH_1275
TXN_00000082,CUST_001996,22.27,2025-06-22 12:26:17.211062,in-store,gas,0.5139883269482157,0.0027693095474706775,12,True,False,False,True,False,False,MERCH_8729
TXN_00000083,CUST_001629,166.25,2025-05-30 21:04:41.213054,online,retail,0.7329516876483817,0.40479213100202827,21,False,False,False,True,True,False,MERCH_4658
TXN_00000084,CUST_001442,104.89,2025-07-09 20:03:31.214053,mobile,gas,0.7767891154601784,0.10417573359221599,20,False,False,False,True,True,False,MERCH_3046
TXN_00000085,CUST_001307,222.11,2025-05-18 06:49:22.215055,mobile,gas,0.4363325330937551,0.4685099659624037,6,True,False,False,True,False,False,MERCH_2340
TXN_00000086,CUST_001168,385.44,2025-06-09 23:00:42.216054,online,travel,0.5093071819508099,0.23660498182504897,23,False,False,False,True,False,False,MERCH_3688
TXN_00000087,CUST_001093,132.84,2025-05-25 19:21:21.217062,mobile,travel,0.7840786751559261,0.278859699557703,19,True,False,False,True,True,False,MERCH_4108
TXN_00000088,CUST_000346,6.93,2025-05-23 20:02:28.218060,mobile,gas,0.41720520308897907,0.4819498692789206,20,False,False,False,True,True,False,MERCH_6444
TXN_00000089,CUST_001207,34.25,2025-05-13 23:19:03.220059,in-store,travel,0.486001102919957,0.06334293679954661,23,False,False,False,True,True,False,MERCH_6561
TXN_00000090,CUST_000143,98.1,2025-05-24 15:07:21.221054,online,travel,0.9292860306990904,0.08454320955272376,15,True,False,False,False,False,False,MERCH_2912
TXN_00000091,CUST_000317,159.28,2025-06-26 14:47:41.222054,online,restaurant,0.6152133248179376,0.26325970940874105,14,False,False,False,True,True,False,MERCH_1893
TXN_00000092,CUST_000372,92.17,2025-05-13 09:29:08.223054,mobile,gas,0.6285204275074298,0.16447807991455,9,False,False,False,True,True,False,MERCH_2793
TXN_00000093,CUST_000907,70.12,2025-06-10 09:08:29.224054,mobile,grocery,0.8385596203188319,0.38176371608887827,9,False,False,False,True,True,False,MERCH_8385
TXN_00000094,CUST_001260,26.78,2025-05-18 04:56:52.225056,mobile,gas,0.8780373964412218,0.4989650945774476,4,True,False,False,True,True,False,MERCH_9552
TXN_00000095,CUST_000704,22.58,2025-06-09 12:26:55.226054,mobile,gas,0.8700410528664673,0.34247756762383935,12,False,False,False,True,True,False,MERCH_2373
TXN_00000096,CUST_000994,94.51,2025-06-29 17:00:25.228063,online,retail,0.9533892049504122,0.35579035170025286,17,True,False,False,True,True,False,MERCH_1344
TXN_00000097,CUST_001590,120.25,2025-06-24 17:25:00.229058,mobile,gas,0.9065745273848262,0.12244224617234112,17,False,False,False,True,True,False,MERCH_7491
TXN_00000098,CUST_000962,8.07,2025-07-02 17:58:31.230068,mobile,gas,0.41802715100733345,0.2962084681257865,17,False,False,False,True,True,False,MERCH_8165
TXN_00000099,CUST_001182,65.76,2025-06-16 11:10:10.231058,mobile,travel,0.6043294348308534,0.19330096682731684,11,False,False,False,True,True,False,MERCH_6717
TXN_00000100,CUST_001015,24.67,2025-05-29 06:37:25.232054,mobile,pharmacy,0.4330750455507884,0.49798081313963766,6,False,False,False,True,False,False,MERCH_3199
TXN_00000101,CUST_000192,13.44,2025-05-29 01:53:38.233055,online,electronics,0.6865550606028905,0.3474944674914931,1,False,False,False,False,False,False,MERCH_8273
TXN_00000102,CUST_000580,263.82,2025-06-22 12:51:59.234068,online,restaurant,0.5015535880874978,0.3653577399280878,12,True,False,False,True,False,False,MERCH_8329
TXN_00000103,CUST_000531,36.7,2025-06-26 19:34:17.235057,online,grocery,0.5623735289975862,0.3141836844363651,19,False,False,False,False,False,False,MERCH_7499
TXN_00000104,CUST_001142,24.89,2025-06-22 18:59:09.236055,mobile,restaurant,0.8493370852251361,0.4999264194480368,18,True,False,False,True,True,False,MERCH_3961
TXN_00000105,CUST_000637,28.58,2025-06-02 15:54:59.238055,online,utilities,0.9037535732747061,0.03158127212921141,15,False,False,False,False,False,False,MERCH_5767
TXN_00000106,CUST_000673,88.62,2025-07-06 17:02:57.239058,online,retail,0.5464186560690989,0.3438446435831485,17,True,False,False,True,True,False,MERCH_4211
TXN_00000107,CUST_001408,117.34,2025-07-03 19:34:10.240056,in-store,utilities,0.7698536353612149,0.21197022225146,19,False,False,False,False,True,False,MERCH_1958
TXN_00000108,CUST_001943,118.05,2025-07-04 06:59:29.241058,online,utilities,0.5948903196305826,0.20588293234577165,6,False,False,False,False,True,False,MERCH_9281
TXN_00000109,CUST_001336,30.88,2025-07-01 06:46:45.242056,mobile,retail,0.9880790837147653,0.2701459885085612,6,False,False,False,True,False,False,MERCH_2634
TXN_00000110,CUST_000337,50.04,2025-05-13 22:01:23.243054,mobile,retail,0.7405382031981063,0.36364987794626513,22,False,False,False,False,True,False,MERCH_7268
TXN_00000111,CUST_000812,263.89,2025-06-01 00:20:06.244052,online,grocery,0.45329471383615955,0.21906444149790338,0,True,False,False,True,True,False,MERCH_5310
TXN_00000112,CUST_001120,88.38,2025-06-13 08:40:29.245063,online,utilities,0.8779533613718191,0.04344914327745586,8,False,False,False,True,False,False,MERCH_2401
TXN_00000113,CUST_001000,27.57,2025-07-03 10:27:39.247057,mobile,travel,0.5900579078107956,0.32158218288391355,10,False,False,False,True,True,False,MERCH_4681
TXN_00000114,CUST_000565,622.16,2025-06-13 00:54:35.249057,online,utilities,0.4471762279955293,0.0036426767050503073,0,False,False,False,True,True,False,MERCH_2339
TXN_00000115,CUST_001841,48.02,2025-05-26 18:31:46.252064,online,travel,0.8884241064190745,0.34209947457812917,18,False,False,False,True,True,False,MERCH_2617
TXN_00000116,CUST_000474,58.65,2025-05-13 16:02:37.253069,in-store,pharmacy,0.7935536528022091,0.22367085600388825,16,False,False,False,True,True,False,MERCH_7624
TXN_00000117,CUST_001287,26.18,2025-05-19 04:52:24.254053,online,travel,0.4707706562917142,0.052061675626880466,4,False,False,False,True,True,False,MERCH_1398
TXN_00000118,CUST_001760,124.48,2025-05-26 08:32:34.255053,mobile,gas,0.6753301684008013,0.0783364455148387,8,False,False,False,False,True,False,MERCH_9938
TXN_00000119,CUST_001352,43.95,2025-06-02 06:10:39.256053,online,grocery,0.9588790510555553,0.05798114116284536,6,False,False,False,True,True,False,MERCH_9959
TXN_00000120,CUST_000907,101.0,2025-06-30 00:43:59.257058,online,grocery,0.5357401807391597,0.3724880094621022,0,False,False,False,True,True,False,MERCH_5977
TXN_00000121,CUST_000793,19.24,2025-06-04 07:18:31.259055,mobile,grocery,0.599865747208148,0.29311339800096126,7,False,False,False,True,False,False,MERCH_8740
TXN_00000122,CUST_001856,32.32,2025-05-12 21:03:00.261058,online,grocery,0.41154430600813613,0.3282231598470739,21,False,False,False,True,True,False,MERCH_3504
TXN_00000123,CUST_001555,503.02,2025-06-04 10:13:14.262056,mobile,gas,0.6861435124145617,0.22574857710376256,10,False,False,False,True,False,False,MERCH_5771
TXN_00000124,CUST_000715,85.46,2025-06-17 09:29:22.264074,online,gas,0.40035361666040636,0.3757495218571228,9,False,False,False,False,False,False,MERCH_5380
TXN_00000125,CUST_000188,5.0,2025-07-05 07:30:20.265055,online,electronics,0.7508861662083791,0.18197894896173616,7,True,False,False,True,False,False,MERCH_7105
TXN_00000126,CUST_001581,19.07,2025-07-01 03:55:34.266075,mobile,electronics,0.7477128757793983,0.18189029427418257,3,False,False,False,True,True,False,MERCH_5553
TXN_00000127,CUST_000394,235.92,2025-06-20 10:54:37.267054,online,gas,0.4370707009660562,0.33661124522254937,10,False,False,False,True,True,False,MERCH_4311
TXN_00000128,CUST_000359,72.16,2025-07-03 01:37:50.268068,online,grocery,0.5401734429952205,0.14122153874447008,1,False,False,False,True,False,False,MERCH_2485
TXN_00000129,CUST_000126,402.54,2025-06-12 05:24:37.270065,online,gas,0.47025231863650047,0.021111373995857607,5,False,False,False,True,True,False,MERCH_6879
TXN_00000130,CUST_001320,146.84,2025-06-01 09:40:56.271057,in-store,gas,0.7136523824379091,0.09562954658951184,9,True,False,False,True,False,False,MERCH_6488
TXN_00000131,CUST_000452,168.29,2025-05-23 06:03:26.272058,online,travel,0.6544161522165666,0.0694669021687872,6,False,False,False,True,True,False,MERCH_9687
TXN_00000132,CUST_000538,71.66,2025-07-07 05:47:58.273055,in-store,restaurant,0.44581199280961115,0.12544939565533547,5,False,False,False,True,True,False,MERCH_8627
TXN_00000133,CUST_001118,37.27,2025-06-16 14:10:23.273055,mobile,retail,0.54345717474429,0.44568477820702695,14,False,False,False,True,True,False,MERCH_8531
TXN_00000134,CUST_000810,93.28,2025-07-01 22:27:39.274053,in-store,electronics,0.7318174569528004,0.12478196109618672,22,False,False,False,True,True,False,MERCH_6159
TXN_00000135,CUST_000969,47.07,2025-05-12 07:40:40.275064,mobile,retail,0.5489957399296828,0.09376246696937113,7,False,False,False,True,True,False,MERCH_5551
TXN_00000136,CUST_000693,166.19,2025-06-15 06:29:00.276065,online,pharmacy,0.5478723518448403,0.12045857203222865,6,True,False,False,True,True,False,MERCH_2511
TXN_00000137,CUST_000708,47.7,2025-06-03 16:02:52.277071,online,utilities,0.6381227359606525,0.18189941221769995,16,False,False,False,True,True,False,MERCH_9206
TXN_00000138,CUST_001548,94.71,2025-06-26 23:25:21.277071,in-store,retail,0.6941639253801173,0.11442940605165663,23,False,False,False,True,True,False,MERCH_2605
TXN_00000139,CUST_000709,50.14,2025-06-11 17:14:31.278064,mobile,gas,0.9173263798742682,0.18488178355584567,17,False,False,False,True,False,False,MERCH_2046
TXN_00000140,CUST_001321,351.12,2025-06-17 19:54:27.279064,online,electronics,0.562325894862875,0.10387833939186264,19,False,False,False,True,False,False,MERCH_4530
TXN_00000141,CUST_001069,324.48,2025-06-08 01:03:03.280064,online,grocery,0.7984381764333947,0.08126592285147455,1,True,False,False,True,False,False,MERCH_6760
TXN_00000142,CUST_001065,17.16,2025-07-08 13:02:53.280064,online,grocery,0.4141981851911519,0.381473522177101,13,False,False,False,True,True,False,MERCH_2048
TXN_00000143,CUST_001766,108.71,2025-06-02 04:27:33.282067,mobile,grocery,0.526016795953915,0.09336377690147518,4,False,False,False,True,True,False,MERCH_7026
TXN_00000144,CUST_001962,82.18,2025-07-09 12:30:33.283075,online,electronics,0.5637605964744741,0.16447887256297555,12,False,False,False,False,True,False,MERCH_7038
TXN_00000145,CUST_001289,410.85,2025-07-06 00:46:56.285074,online,gas,0.9745510895634734,0.12786440432103796,0,True,False,False,False,True,False,MERCH_7266
TXN_00000146,CUST_000746,5.14,2025-06-26 02:46:02.286072,in-store,restaurant,0.9518432437710146,0.02310320393375115,2,False,False,False,True,True,False,MERCH_8570
TXN_00000147,CUST_000584,109.44,2025-06-04 00:54:17.287064,online,grocery,0.8797101193564225,0.3872572780981199,0,False,False,False,False,True,False,MERCH_5206
TXN_00000148,CUST_000267,400.53,2025-06-07 10:26:36.288064,mobile,travel,0.4773672387214166,0.3693318808059972,10,True,False,False,True,False,False,MERCH_3777
TXN_00000149,CUST_001636,53.85,2025-06-22 15:13:25.289575,mobile,gas,0.748919585850195,0.21079554084884966,15,True,False,False,True,True,False,MERCH_5052
TXN_00000150,CUST_001026,18.21,2025-07-02 03:41:49.290589,in-store,gas,0.8199823679244016,0.16475979335537927,3,False,False,False,False,True,False,MERCH_6862
TXN_00000151,CUST_000982,96.77,2025-05-17 17:19:10.291590,online,restaurant,0.6312028715669522,0.4582368423669952,17,True,False,False,True,True,False,MERCH_5626
TXN_00000152,CUST_000955,294.8,2025-06-28 03:37:08.292596,online,gas,0.5034434375516265,0.3320044152853008,3,True,False,False,True,False,False,MERCH_2702
TXN_00000153,CUST_000018,42.93,2025-07-01 04:36:37.293594,online,grocery,0.6377038961697895,0.18776045045090417,4,False,False,False,True,False,False,MERCH_1436
TXN_00000154,CUST_001926,59.54,2025-06-08 10:37:21.295590,mobile,pharmacy,0.6999639241600153,0.13007709834186665,10,True,False,False,True,False,False,MERCH_7147
TXN_00000155,CUST_001695,91.51,2025-07-04 03:17:51.296595,online,travel,0.44004420012052153,0.37690140165219943,3,False,False,False,True,True,False,MERCH_1404
TXN_00000156,CUST_000604,70.14,2025-06-20 16:25:07.298065,online,retail,0.5670910212627667,0.4818328006975927,16,False,False,False,True,False,False,MERCH_7075
TXN_00000157,CUST_000211,59.05,2025-05-25 17:31:29.300065,in-store,restaurant,0.9332774403561188,0.282084807572333,17,True,False,False,True,False,False,MERCH_6318
TXN_00000158,CUST_000659,32.64,2025-05-15 08:21:43.301064,in-store,restaurant,0.733339369861755,0.2115004898281878,8,False,False,False,False,False,False,MERCH_4326
TXN_00000159,CUST_001150,196.39,2025-07-05 16:43:47.303065,in-store,gas,0.4469168748541261,0.057311142573129914,16,True,False,False,True,True,False,MERCH_1709
TXN_00000160,CUST_001632,10.4,2025-06-26 15:34:11.304767,online,utilities,0.8770499215684145,0.25774605231216163,15,False,False,False,True,True,False,MERCH_6421
TXN_00000161,CUST_000468,18.48,2025-06-13 07:38:58.305767,online,grocery,0.6333460020015694,0.1843989239488263,7,False,False,False,False,True,False,MERCH_9875
TXN_00000162,CUST_000459,198.7,2025-06-25 23:38:18.306766,online,travel,0.8196518165792372,0.21274518463898257,23,False,False,False,False,True,False,MERCH_3907
TXN_00000163,CUST_000407,52.23,2025-06-24 20:10:28.308767,online,travel,0.9277515011711848,0.19449823748935385,20,False,False,False,True,False,False,MERCH_4534
TXN_00000164,CUST_001629,20.92,2025-06-25 15:50:12.309766,in-store,electronics,0.8889242323044964,0.15153829782189282,15,False,False,False,True,True,False,MERCH_3505
TXN_00000165,CUST_001698,144.9,2025-05-19 12:57:58.310767,mobile,grocery,0.7796134537999715,0.10156213619728588,12,False,False,False,True,False,False,MERCH_7230
TXN_00000166,CUST_000726,285.84,2025-05-31 01:08:55.311766,online,electronics,0.41717736672943584,0.2619641103673924,1,True,False,False,True,False,False,MERCH_7424
TXN_00000167,CUST_001498,162.86,2025-05-26 19:31:36.312768,in-store,retail,0.5322558546402475,0.2102696402471103,19,False,False,False,False,True,False,MERCH_6599
