customer_id,fico_score,chargeback_rate_6m,debt_to_income_ratio,credit_inquiries_30d,employment_verified,address_stable_2y,account_age_days,avg_monthly_spend,previous_chargebacks,is_potential_fraudster,created_date
CUST_000030,692,0.01979975394746076,0.32327168782722,7,True,True,1391,1528.710726569976,4,False,2024-03-31
CUST_000031,788,0.004331950576563479,0.08571534464878955,6,True,True,559,3966.7706739895634,5,False,2022-07-09
CUST_000032,664,0.018273598752408457,0.38888067558787764,6,True,False,642,641.8821808159055,0,False,2023-03-09
CUST_000033,725,0.002190692708622878,0.2039534566298482,4,True,True,1076,2790.0314083301773,3,False,2023-11-14
CUST_000034,850,0.0084276326033371,0.32033112426089394,0,False,True,1650,3195.145336083269,2,False,2023-12-31
CUST_000035,824,0.008621435185030276,0.1978218780762495,3,True,True,671,2025.4287923616475,3,False,2025-06-15
CUST_000036,723,0.01755510571134376,0.21710151321541526,8,False,True,1386,1855.245761050213,4,False,2022-07-27
CUST_000037,656,0.007048969747998429,0.23120803542446539,7,True,True,1217,3748.767886552714,3,False,2023-04-28
CUST_000038,649,0.0013439683731995434,0.2658791145197483,5,True,True,656,2291.8860613759566,4,False,2021-09-17
CUST_000039,696,0.01912574319485701,0.3814540934527013,8,True,False,566,3098.968218364471,2,False,2020-11-04
CUST_000040,680,0.01509570838512668,0.3246327304855445,1,False,True,254,1733.3105753621091,5,False,2023-01-12
CUST_000041,809,0.008381308512715843,0.1785301010086704,4,False,True,1627,1286.0763441249605,1,False,2023-01-15
CUST_000042,702,0.005823355499891606,0.4560341310024374,1,True,True,1550,2916.0380300119723,4,False,2021-12-15
CUST_000043,649,0.005460771912975337,0.3330847181195893,4,False,False,398,2685.0837022008373,1,False,2025-03-21
CUST_000044,716,0.011875406867699532,0.12700890295153028,5,False,True,569,884.6482681023762,1,False,2021-07-25
CUST_000045,766,0.015240408220616855,0.3196466651985499,5,True,True,272,2469.541292443287,3,False,2024-06-12
CUST_000046,693,0.011752293477075081,0.4887564922866785,2,True,False,1131,2661.840294993704,4,False,2024-01-11
CUST_000047,743,0.018762294189348012,0.35678155545402984,4,False,True,1773,380.5329268585916,4,False,2021-09-04
CUST_000048,785,0.004150599575182233,0.3832464948484399,6,True,False,814,3326.781407422043,1,False,2024-07-06
CUST_000049,689,0.006525316258617526,0.36539799250007604,4,True,False,382,1279.5239794353822,4,False,2022-07-01
CUST_000050,717,0.01736922359091335,0.24673441519842915,0,False,True,878,2277.3919606648883,5,False,2022-09-23
CUST_000051,728,0.016447365751561218,0.11135160411344464,1,True,True,1950,1531.7698886313212,0,False,2022-11-29
CUST_000052,826,0.015087667390114159,0.493297853500592,1,True,True,984,3195.6424925856413,1,False,2022-11-24
CUST_000053,750,0.012497659343904732,0.24806545752207151,5,True,True,1850,2655.4532131276114,2,False,2021-03-15
CUST_000054,737,0.018583408081941862,0.3857688405313614,0,True,False,1631,1762.7105602005201,5,False,2020-08-28
CUST_000055,667,0.005519748693057865,0.5141003959291236,4,True,True,1841,2024.2732121439428,5,False,2020-12-29
CUST_000056,762,0.013207739160937319,0.1276577922793119,0,True,False,143,2771.5565744328937,0,False,2023-03-26
CUST_000057,702,0.007066819951042006,0.18101862269975758,1,True,True,1439,1229.1898459355373,1,False,2022-11-27
CUST_000058,615,0.012894746070695757,0.05,3,False,True,799,2492.436681968455,5,False,2021-05-10
CUST_000059,847,0.002971438894412928,0.2808050985539455,8,False,True,342,3940.0702140823914,1,False,2024-04-30
CUST_000060,606,0.09840859891567692,0.3890263567351889,6,False,True,961,2749.3385046282287,5,True,2023-03-30
CUST_000061,766,0.01723009402728049,0.4252839227725895,3,False,True,1092,3828.2977396099723,5,False,2024-08-18
CUST_000062,836,0.0032258513932759306,0.1672930842036091,5,True,False,1830,3428.085878643338,5,False,2021-03-20
CUST_000063,641,0.012328667959988666,0.3274106925294481,8,True,True,1112,699.933083950854,2,False,2020-11-12
CUST_000064,768,0.005236229650748011,0.12541906957806717,8,True,True,319,2044.1517286017654,4,False,2024-09-09
CUST_000065,769,0.003351833884695965,0.3791540252105102,0,True,False,659,486.86203956155913,4,False,2021-04-22
CUST_000066,613,0.011337244814556096,0.2748059135080247,1,False,False,1125,3568.5726860990485,0,False,2022-09-04
CUST_000067,745,0.005317632102167589,0.15217180472429076,7,True,True,247,2566.452186956926,2,False,2022-05-27
CUST_000068,603,0.010855693699661873,0.15637438941693274,7,False,False,397,3951.27657325776,4,False,2022-11-17
CUST_000069,758,0.002929774524381044,0.36005165954044466,4,False,True,1611,3551.3905757898838,0,False,2024-07-26
CUST_000070,729,0.0028100557370003766,0.32478468775522457,5,True,True,204,1893.0269027077372,0,False,2023-01-20
CUST_000071,662,0.005050521005496733,0.22268658963007693,0,True,True,1683,2441.8881118027175,3,False,2024-07-31
CUST_000072,681,0.015021377635888636,0.3842468684766835,3,False,True,1717,206.08392447539708,3,False,2024-05-18
CUST_000073,690,0.009134013793062997,0.2961797392022807,5,True,False,316,3560.803803755536,3,False,2021-11-03
CUST_000074,716,0.01651635886533335,0.39209777997619527,6,True,True,801,1786.2877538381656,1,False,2021-08-10
CUST_000075,688,0.005702241130235909,0.31601548568583815,5,False,False,1635,404.0843408762844,1,False,2021-09-29
CUST_000076,723,0.014398584602606197,0.47465429682096894,4,True,False,1840,3398.160460863253,2,False,2025-05-13
CUST_000077,640,0.013581591905433128,0.2701542317673204,1,False,True,960,1495.6958142400417,3,False,2024-02-13
CUST_000078,658,0.007237549008983151,0.4237945184748443,1,True,True,775,1636.251304807808,4,False,2024-02-04
CUST_000079,741,0.013249395188001143,0.2981573461189161,1,True,True,357,514.7967168551148,2,False,2023-06-30
CUST_000080,734,0.015480003771046528,0.23256562445818135,1,True,True,595,3385.8072803170794,5,False,2024-11-14
CUST_000081,777,0.0023001038969067914,0.26025367651336656,5,False,True,111,3959.986589363656,1,False,2023-11-24
CUST_000082,783,0.0148656855023825,0.3032738957518468,1,True,True,125,1558.4948967798287,3,False,2021-03-05
CUST_000083,616,0.0036203083283260994,0.3379820384675243,4,True,True,1257,2338.234742582429,4,False,2021-06-07
CUST_000084,843,0.010103273657152856,0.5466219576958518,0,True,False,695,2473.7523279331017,5,False,2023-03-28
CUST_000085,650,0.010284415024037156,0.2677908022272933,5,True,True,583,2875.2071979151256,5,False,2024-06-19
CUST_000086,774,0.019151029415017146,0.41651400958321927,0,True,False,1074,2332.919461053904,3,False,2024-05-19
CUST_000087,713,0.003970644207203396,0.32056584874030275,7,True,True,511,3790.7745918877677,4,False,2022-09-09
CUST_000088,702,0.014073585879349218,0.3063626242103303,5,False,True,1465,3238.1809481507707,1,False,2023-03-05
CUST_000089,705,0.015851675398334944,0.27299835224580515,1,True,True,1990,1883.1509965845976,1,False,2023-08-09
CUST_000090,673,0.01830314479137283,0.20393866487569542,8,True,False,1972,993.6827847934961,3,False,2022-11-18
CUST_000091,757,0.00235450386238898,0.5124713860553458,1,True,True,548,1091.4601890667323,4,False,2025-06-30
CUST_000092,741,0.018158631313427178,0.2843629698562769,2,True,True,202,1481.6464169482551,1,False,2022-07-31
CUST_000093,602,0.014104931162275576,0.38991422823165517,6,True,True,1024,1093.1875706870983,0,False,2025-06-23
CUST_000094,776,0.009302701652353373,0.3485649780230604,1,True,True,579,3293.893209766237,3,False,2021-03-10
CUST_000095,826,0.014045793427804935,0.3920825761363634,1,True,True,1117,784.6892037145564,0,False,2024-12-11
CUST_000096,777,0.013387826313222075,0.2901393109369353,4,True,False,1704,1543.622010861921,1,False,2024-05-11
CUST_000097,788,0.009566298027786291,0.08350012062480444,4,True,True,1691,1292.6261499207528,0,False,2022-03-17
CUST_000098,551,0.01754130678319481,0.1610093677167455,6,True,True,735,813.5913833060373,2,False,2025-02-03
CUST_000099,778,0.018158449155002795,0.1440724693331252,1,True,True,945,3590.817592422032,5,False,2021-04-10
CUST_000100,700,0.005342039160020056,0.39189622448972344,0,True,True,870,1006.4670884545346,1,False,2021-07-17
CUST_000101,850,0.013009720072009314,0.21492661152977174,8,False,False,1723,1310.2087949298352,3,False,2025-05-30
CUST_000102,765,0.008840269130307762,0.18788245297554246,6,True,True,1231,1540.1940567861418,5,False,2021-03-07
CUST_000103,808,0.009189741704994689,0.42294806745832103,7,True,True,1556,1240.0178729675818,2,False,2021-07-05
CUST_000104,655,0.004813801753085713,0.14897422759652224,7,True,True,814,3695.2911534813884,5,False,2024-05-24
CUST_000105,839,0.006994203239033618,0.4551914325449469,2,True,False,373,3693.3679417295784,4,False,2022-01-28
CUST_000106,756,0.017161042902754237,0.45342571062250614,8,True,False,427,1620.2263213374831,1,False,2022-08-29
CUST_000107,721,0.014215766926651722,0.3912626851586759,5,True,True,417,401.4319013765781,0,False,2023-11-20
CUST_000108,717,0.014131651258156169,0.145166222997838,2,True,True,694,3474.37346569147,2,False,2020-12-05
CUST_000109,681,0.01138226540597118,0.11568250602488925,6,True,False,1198,1686.0540022620407,1,False,2022-05-01
CUST_000110,763,0.003781846769888891,0.2821258736929406,4,False,True,851,1622.754309415694,4,False,2021-06-04
CUST_000111,599,0.011234099175392386,0.08640209063078158,0,True,False,161,3382.596238714728,2,False,2021-03-12
CUST_000112,579,0.011231055434724,0.39745031945120146,3,True,True,394,2893.4202372209625,3,False,2021-09-10
CUST_000113,724,0.00825461302423973,0.3793327496879852,5,True,True,1355,1606.9313848578104,1,False,2024-09-19
CUST_000114,735,0.01879715558977741,0.2868398187166778,6,False,False,1533,1193.2713818275517,5,False,2024-08-09
CUST_000115,655,0.0035990671484176636,0.34090127218063365,6,True,True,785,632.2370692840566,3,False,2023-04-03
CUST_000116,749,0.01707044303455062,0.5001119946161792,7,True,True,244,1254.5815990044348,2,False,2024-02-29
CUST_000117,673,0.008137257263812044,0.41924028431628724,0,False,False,1480,3838.573597187173,5,False,2021-01-22
CUST_000118,757,0.009013271433734309,0.21462366098913535,6,False,True,754,2521.3828812034635,2,False,2021-09-21
CUST_000119,798,0.0161444863728182,0.37621013966256084,5,False,True,230,3990.37752429753,5,False,2025-07-01
CUST_000120,850,0.017515752581194453,0.32052320467766987,2,True,False,1568,3122.026020031313,3,False,2020-12-16
CUST_000121,694,0.010572759954246856,0.07136067072278307,4,True,True,419,340.95733074822715,2,False,2021-02-07
CUST_000122,676,0.00981235194392504,0.29852857807575545,4,True,True,1918,1559.3435408462226,3,False,2022-01-17
CUST_000123,798,0.010145289398429822,0.46772442183335994,5,True,True,1354,3216.424056746731,4,False,2022-07-17
CUST_000124,846,0.009934568343924834,0.2783880429388685,1,True,False,1464,1093.3790587842047,1,False,2022-03-07
CUST_000125,661,0.014415257373482412,0.2874665706503047,4,True,False,1411,596.4772442451675,2,False,2020-10-29
CUST_000126,729,0.011912975483918075,0.40546285437810947,4,True,False,1039,3949.3751585699283,2,False,2024-05-22
CUST_000127,693,0.008873988424541162,0.2544258253773134,5,True,True,109,3251.507304810604,1,False,2025-03-14
CUST_000128,703,0.015794911727182424,0.3213618536766951,8,True,False,1712,1471.7814379625631,5,False,2025-04-29
CUST_000129,720,0.0026723583278020573,0.1115500859693464,4,True,True,461,3435.0012307148827,0,False,2021-02-02
CUST_000130,694,0.0021442592662592776,0.23213768108900165,5,True,True,364,3325.2693728867944,3,False,2023-06-10
CUST_000131,698,0.01846835891185625,0.2975530122314601,1,False,True,1453,872.7550315557181,4,False,2022-02-17
CUST_000132,792,0.001919209502815939,0.47381153852108093,5,False,False,826,1610.7942577149363,1,False,2020-07-24
CUST_000133,699,0.015263839808154708,0.45502938858625785,0,True,False,1544,1424.4598738408324,2,False,2025-02-17
CUST_000134,625,0.013403040923238935,0.23853806151685228,3,True,True,1953,382.16141989812013,1,False,2024-10-15
CUST_000135,619,0.11829895388073546,0.6854416532148886,7,True,True,892,1988.7311545663397,2,True,2023-11-19
CUST_000136,656,0.006391711990411905,0.14788523069359422,5,False,False,423,803.461079525652,1,False,2020-12-31
CUST_000137,687,0.013640524050503266,0.1439449724910991,2,True,False,880,998.8148422153198,1,False,2024-04-14
CUST_000138,660,0.008799715968810802,0.13659569622180348,5,True,True,656,2731.285101687187,3,False,2024-06-30
CUST_000139,705,0.001291836684300928,0.4883772249838575,2,True,True,707,2393.407872680421,0,False,2023-06-26
CUST_000140,768,0.018369032361812154,0.2196218237487766,6,False,True,553,3361.685889783225,2,False,2021-03-04
CUST_000141,671,0.01386375631192148,0.14187893390593745,7,False,True,1113,717.0932828222835,0,False,2023-01-13
CUST_000142,791,0.007084840135963584,0.35056683374869724,3,True,True,1148,460.5108617332788,2,False,2021-05-18
CUST_000143,768,0.013440594904230423,0.19408884995682266,6,False,False,644,1574.689713718278,1,False,2021-03-19
CUST_000144,726,0.007390573262814089,0.07847003685501486,7,True,False,859,2880.137894686581,0,False,2020-11-14
CUST_000145,641,0.010076694580138282,0.1895861775424923,6,False,True,1171,1217.85245009327,1,False,2024-11-24
CUST_000146,670,0.010918290289164242,0.29412151152544586,0,True,True,1020,3189.404612055822,5,False,2023-05-05
CUST_000147,690,0.01652803251857897,0.2505872164991681,4,True,True,379,1083.1188280638557,3,False,2022-11-19
CUST_000148,806,0.008262270922878807,0.20681538191584575,3,True,True,1611,3811.2880521538705,1,False,2020-10-08
CUST_000149,754,0.003342225621371209,0.2265535041495623,0,True,False,1958,3586.250142483918,1,False,2021-05-25
CUST_000150,518,0.010763360298359448,0.36907610274380087,1,True,True,466,1056.6225999189692,5,False,2022-03-27
CUST_000151,850,0.005914741146253054,0.1724636809320125,6,True,True,890,1414.4762419632862,3,False,2022-02-02
CUST_000152,692,0.01800506168681195,0.05,8,True,False,1178,1290.3479890590793,0,False,2025-04-30
CUST_000153,653,0.010716371402858367,0.2263235104256126,3,True,False,1044,2558.8002641766366,0,False,2021-11-20
CUST_000154,655,0.018322039533332175,0.2925033222898306,0,True,False,196,1881.3905198551097,4,False,2022-04-19
CUST_000155,684,0.01598763392572039,0.2757631227141523,3,True,False,900,3040.578711744651,1,False,2021-08-07
CUST_000156,628,0.012648638827287444,0.17951398012801123,5,True,False,806,437.16083975213536,0,False,2022-06-21
CUST_000157,736,0.0037187985073292604,0.06715032661049106,7,False,False,100,297.0208557796827,2,False,2021-04-07
CUST_000158,766,0.007275734650323999,0.2469093205186686,3,True,False,1876,2749.8001246210083,1,False,2022-01-19
CUST_000159,696,0.015854558512926737,0.15700944152811064,3,True,True,1349,3598.1113335366695,3,False,2024-10-18
CUST_000160,683,0.005233772335903573,0.19070297767101657,7,True,False,1559,3114.751392238466,3,False,2023-12-26
CUST_000161,727,0.014782252871708548,0.2019822550709549,5,True,True,1773,2438.9379993056878,0,False,2020-12-14
CUST_000162,655,0.012044947149728993,0.22925642832817844,7,True,True,653,3343.526938085422,5,False,2020-10-26
CUST_000163,704,0.009576764844108437,0.22531678324166668,1,True,True,655,2462.2077184705895,4,False,2025-03-30
CUST_000164,744,0.018118542263373127,0.24618457440970287,3,True,True,1716,3956.069059753599,0,False,2021-04-08
CUST_000165,741,0.005417730126988339,0.05,8,False,True,371,998.3558527272731,1,False,2021-02-24
CUST_000166,721,0.0150127724029114,0.34738618192843823,0,True,False,1201,1898.3511981809374,1,False,2022-12-06
CUST_000167,617,0.010561021273631822,0.31647096116333284,0,True,True,1479,3065.594400045173,2,False,2021-11-04
CUST_000168,839,0.017086956707461656,0.25808665288348825,5,True,False,765,885.6718390591348,2,False,2025-05-20
CUST_000169,769,0.009115059911780726,0.184783840796476,1,False,False,1440,3750.3597713568624,3,False,2023-03-22
CUST_000170,624,0.006913075914284296,0.268458745389787,6,True,True,1712,2246.729974383268,4,False,2021-04-18
CUST_000171,546,0.0026854572422763453,0.28603772029702124,3,False,True,1242,3628.0976564291454,3,False,2023-07-19
CUST_000172,764,0.0013013750765240258,0.11728331503570419,6,False,False,1132,1505.770419864309,5,False,2021-12-29
CUST_000173,842,0.014178145410802045,0.4904400457530387,0,True,False,583,400.9613687334171,4,False,2020-11-26
CUST_000174,734,0.008228246728707927,0.29849986982499715,6,True,False,1835,3725.66558211073,0,False,2023-02-20
CUST_000175,780,0.015897978937387168,0.325083172676909,4,True,True,1365,218.44321837687397,3,False,2020-12-14
CUST_000176,622,0.01666405976214522,0.254843593875579,0,False,True,1424,2670.8335883317836,4,False,2021-07-29
CUST_000177,781,0.015215538758048888,0.16363823867966554,1,True,False,846,2666.7862426624874,1,False,2022-12-26
CUST_000178,677,0.004530562748137178,0.07842978859752958,2,True,True,337,1233.7088989036417,0,False,2024-01-19
CUST_000179,604,0.002599443272257606,0.43887298215743614,1,True,True,527,1879.6272205826542,4,False,2023-12-13
CUST_000180,640,0.016766899377281347,0.32995301883702777,8,True,True,343,2218.962765114421,1,False,2022-06-26
CUST_000181,759,0.0074607137222227355,0.21090980196825343,3,False,True,288,3919.9276886951093,0,False,2025-05-14
CUST_000182,623,0.0035925102716642685,0.05,5,False,True,1481,1100.2675363502624,2,False,2025-02-24
CUST_000183,850,0.004881875202522599,0.14965886779632864,5,False,False,737,2342.4871032874526,1,False,2022-04-18
CUST_000184,846,0.015573868253994861,0.3860861734702942,6,True,True,1996,3786.554927557123,4,False,2024-02-04
CUST_000185,694,0.008892949197443597,0.3876304140044321,8,True,False,1453,1856.0141643872162,0,False,2023-10-01
CUST_000186,727,0.01797110265227329,0.12615435036365588,4,True,False,693,3453.724854959734,2,False,2022-04-28
CUST_000187,685,0.013385016179844958,0.40446428875272955,1,True,False,1444,1852.6147082912994,5,False,2022-10-13
CUST_000188,722,0.012214719056754763,0.08980931179040338,7,True,True,618,2471.5632761031998,4,False,2022-03-03
CUST_000189,784,0.016406178869202717,0.36593316822539446,2,True,True,226,2798.0279153989723,5,True,2023-11-16
CUST_000190,721,0.0033504858675291772,0.23328266526413086,7,True,True,1848,635.2040122312804,3,False,2024-11-28
CUST_000191,576,0.003729188639593373,0.2413572552570471,2,True,False,191,3850.1761485650113,3,False,2023-05-23
CUST_000192,699,0.015481964476133484,0.4965468716471733,8,True,True,753,2548.001669156084,3,False,2025-06-03
CUST_000193,850,0.0019942208848645823,0.16156983315107287,7,True,False,1432,370.2353338776695,1,False,2021-01-23
CUST_000194,584,0.013052416593102936,0.40348981434191905,1,False,True,406,1232.2498079733055,4,False,2023-12-14
CUST_000195,771,0.0027747847376622167,0.29147351947803773,4,True,True,1224,3574.9242349764927,3,False,2024-05-18
CUST_000196,586,0.0036468601923554055,0.46742302586806095,0,True,True,810,3029.699007219762,4,False,2022-07-21
CUST_000197,835,0.008522042867698868,0.44783090701567585,8,False,False,1574,1501.5365487091897,0,False,2025-02-22
CUST_000198,766,0.0050323447848138764,0.29511488350458753,5,True,True,664,1468.6400520245104,1,False,2020-10-04
CUST_000199,813,0.00699418835508196,0.18429143387463812,8,True,False,1878,3116.3286105020047,0,False,2024-03-24
CUST_000200,691,0.013975637679103828,0.40313437127718793,3,True,False,249,246.05250948600218,0,False,2025-01-27
CUST_000201,819,0.006846107328316663,0.13480081562026588,1,False,True,1654,3207.29246790163,0,False,2021-06-11
CUST_000202,790,0.011085114798404787,0.05,6,False,False,743,2841.6086789910114,4,False,2024-07-30
CUST_000203,799,0.01541083942891392,0.3369731417638203,0,True,True,1403,3210.771978710266,0,False,2021-11-14
CUST_000204,724,0.01037402649313397,0.30279238756543875,8,False,True,764,739.8726673837242,1,False,2024-03-26
CUST_000205,753,0.01945570373257412,0.1420902808571724,1,True,True,792,2534.8485367894523,1,False,2022-11-24
CUST_000206,682,0.014856516246899844,0.24585130333062558,3,True,False,1147,3166.245166387972,2,False,2025-02-03
CUST_000207,730,0.017201730717340644,0.0907958608342409,8,False,True,367,3845.691905562808,1,False,2022-08-21
CUST_000208,744,0.013539016893172488,0.3545606574592506,8,False,True,730,830.226259464912,2,False,2022-01-08
CUST_000209,746,0.004954035923805621,0.397457464436236,6,True,True,241,2150.8706470036777,0,False,2022-01-18
CUST_000210,689,0.017210318012997643,0.3995102649075209,4,True,False,1626,3611.1605274090716,5,False,2021-05-22
CUST_000211,840,0.013142749094615533,0.3151333002080132,0,True,False,873,3668.290757214068,2,False,2025-05-02
CUST_000212,651,0.07212208794720153,0.3235656939072563,2,True,True,1206,1358.2106861731845,5,True,2021-05-19
CUST_000213,783,0.013428066238673281,0.35735340192862997,5,True,False,858,3649.748451206835,5,False,2021-07-07
CUST_000214,626,0.01679423733284953,0.28852294257495836,4,False,True,766,1152.92248732486,4,False,2021-03-16
CUST_000215,723,0.0048574559798931286,0.14393694059514728,0,True,False,1923,1390.7406482344022,4,False,2022-01-06
CUST_000216,813,0.015228166049882537,0.14909134974009763,3,True,False,1625,2552.478642910049,5,False,2020-11-10
CUST_000217,770,0.01675326081373681,0.45773233278131564,8,True,False,1720,2738.7023986567538,2,False,2025-02-26
CUST_000218,712,0.0017396015141285682,0.07225242275073918,1,True,True,1560,1433.9042569835767,3,False,2023-04-01
CUST_000219,688,0.014404591414023577,0.19047283800261078,7,True,False,1453,405.20927126792867,1,False,2022-04-09
CUST_000220,701,0.0014721641072433923,0.19589932748942807,1,True,True,1176,611.8064569735739,3,False,2022-02-11
CUST_000221,693,0.01124129087252726,0.33886579433165465,8,True,False,610,2009.0434485954254,5,False,2024-08-17
CUST_000222,653,0.014324801103331092,0.3784278103857258,8,True,False,1874,2869.32868875377,1,False,2024-01-07
CUST_000223,658,0.0011733054563187345,0.3211583789531619,1,True,True,359,825.503716725743,2,False,2020-07-18
CUST_000224,850,0.010980444106670328,0.42769243932616097,6,True,True,1713,2044.34717591832,1,False,2021-04-14
CUST_000225,704,0.0179899013497075,0.30155172706926314,2,True,False,1601,540.7400390570305,1,False,2020-12-06
CUST_000226,672,0.015084179710707156,0.3244304542786986,7,True,True,1604,3279.22877017797,5,False,2024-11-20
CUST_000227,567,0.019010536867272193,0.33777835660160355,5,False,True,1609,3261.8846852037987,0,False,2022-04-15
CUST_000228,696,0.013754626527624474,0.17934740946324532,2,True,True,360,3865.119932596946,0,False,2022-08-31
CUST_000229,723,0.009199972513213934,0.09687995467779531,2,True,True,1700,2457.1416312851534,0,False,2021-09-02
CUST_000230,715,0.013323843409071136,0.2590755092543337,7,True,False,783,2494.874951742803,3,False,2024-02-27
CUST_000231,721,0.011830908481004328,0.39915337627933895,6,True,True,310,3331.455467105662,4,False,2024-09-09
CUST_000232,618,0.01997431551546074,0.1475470307265553,2,True,True,268,1231.723295270128,4,False,2021-10-01
CUST_000233,569,0.002973680413207929,0.4239675530449772,5,True,True,1394,1546.8855535221956,3,False,2020-09-23
CUST_000234,752,0.002967380697385224,0.06573879241577266,6,True,False,112,453.8962880036852,4,False,2021-11-25
CUST_000235,590,0.006046464804123836,0.12786303171092414,3,False,True,739,1502.5515843390772,2,False,2022-05-10
CUST_000236,594,0.00728056309052534,0.19770550869564418,6,True,False,1162,2436.5937562304807,3,False,2025-04-21
CUST_000237,678,0.005378768610919322,0.3193164425702687,8,True,True,877,2126.6108454072555,4,False,2020-11-20
CUST_000238,741,0.008572801796313517,0.38647935246034626,1,True,True,209,2598.018066184515,0,False,2020-11-23
CUST_000239,713,0.012990464180373397,0.42854450240162173,4,True,True,798,1541.646807508243,3,False,2024-07-22
CUST_000240,814,0.018495713396896128,0.15118169459510136,0,True,True,1309,3797.417716635545,5,False,2024-06-03
CUST_000241,784,0.006886809433144517,0.2207970098087894,7,True,True,464,671.5860511217325,3,False,2020-08-02
CUST_000242,820,0.018042204255585767,0.480786334370943,6,True,False,1625,1639.4810032876187,1,False,2023-06-14
CUST_000243,611,0.01727197987578194,0.23097783044201642,8,False,True,236,1775.9532935524437,2,False,2022-12-07
CUST_000244,628,0.0056188201601138806,0.2736768336081031,2,False,True,469,3809.710218136555,5,False,2021-06-15
CUST_000245,692,0.01711985125531317,0.30798909971968086,4,True,False,454,2226.4944272954413,5,False,2021-11-04
CUST_000246,609,0.012794899304136218,0.09783293851366467,5,True,True,1835,2909.7216301170965,4,False,2020-11-26
CUST_000247,516,0.009254438179024087,0.34005174415001616,6,True,False,1033,2245.37952946512,3,False,2025-04-11
CUST_000248,689,0.012052067644495481,0.189546323787728,3,True,True,131,1459.5711112776196,4,False,2021-08-20
CUST_000249,712,0.00897792927209531,0.08075121844059643,1,True,True,1675,2647.6380588115685,2,False,2020-11-08
CUST_000250,695,0.0021017446162118134,0.33120640330307527,1,False,True,496,2454.861643064622,1,False,2022-12-19
