transaction_id,customer_id,amount,transaction_time,channel,merchant_category,merchant_id,location,is_fraud,amount_log,amount_sqrt,hour,day_of_week,is_weekend,is_night,channel_online,channel_mobile,high_amount,very_high_amount,chargeback_risk_score,credit_risk_score,velocity_risk_score,pattern_risk_score,composite_risk_score,is_actual_fraud
TXN_00000058,CUST_01840,47.27771095824154,2025-06-14 09:02:09.597062,in_store,restaurant,MERCH_7037,Location_088,False,3.8769699833042277,6.875878922599026,9,7,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000059,CUST_01322,56.23440774164093,2024-09-14 19:08:09.597062,in_store,grocery,MERCH_8529,Location_027,False,4.0471552514815015,7.498960444064292,19,7,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000060,CUST_00573,288.7992417024656,2025-03-08 04:13:09.597062,in_store,retail,MERCH_3585,Location_015,False,5.669188413259507,16.994094318393834,4,7,1,1,0,0,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000061,CUST_00918,780.7595087185204,2024-11-03 12:54:09.597062,mobile,grocery,MERCH_4227,Location_074,False,6.661547159639124,27.94207416636282,12,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000062,CUST_00292,196.5974397980111,2025-01-22 17:45:09.597062,online,gas,MERCH_8756,Location_069,False,5.286231828742033,14.021320900614574,17,4,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000063,CUST_00238,225.6873756848476,2024-08-03 16:16:09.597062,in_store,restaurant,MERCH_2160,Location_098,False,5.423571868644173,15.022895050051027,16,7,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000064,CUST_00221,74.7092753963373,2025-05-01 13:55:09.597062,in_store,restaurant,MERCH_2760,Location_031,False,4.326900681290619,8.643452747388471,13,5,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000065,CUST_01992,276.50655045542976,2025-04-02 15:54:09.597062,mobile,grocery,MERCH_7400,Location_040,False,5.625844538152681,16.628486114358992,15,4,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000066,CUST_01502,376.0603667593354,2024-10-23 16:44:09.597062,mobile,gas,MERCH_2681,Location_098,False,5.932405298659594,19.39227595614644,16,4,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000067,CUST_01396,323.4829684303927,2024-09-07 19:03:09.597062,mobile,gas,MERCH_8306,Location_059,False,5.782233049190126,17.98563227774861,19,7,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000068,CUST_01083,60.873195756511215,2024-12-04 04:10:09.597062,mobile,retail,MERCH_2596,Location_061,False,4.12508706097298,7.802127642926076,4,4,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000069,CUST_01026,229.255411833572,2025-01-10 18:57:09.597062,mobile,restaurant,MERCH_6798,Location_062,False,5.439189179022377,15.141182643161399,18,6,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000070,CUST_00222,107.08028501767728,2024-08-05 17:25:09.597062,online,grocery,MERCH_9585,Location_009,False,4.682874330747627,10.347960427914154,17,2,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000071,CUST_00668,185.135956642944,2025-06-25 00:18:09.597062,online,gas,MERCH_3628,Location_008,False,5.226477356392829,13.606467456432032,0,4,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000072,CUST_00452,81.53466434041844,2025-04-12 07:41:09.597062,mobile,gas,MERCH_8943,Location_014,False,4.413218378915587,9.029654718781801,7,7,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000073,CUST_01318,2127.742360924517,2024-10-19 15:38:09.597062,mobile,entertainment,MERCH_1006,Location_068,False,7.663286643444102,46.12745777651872,15,7,1,0,0,1,1,0,0.3,0.4,0.5,0.2,0.35,False
TXN_00000074,CUST_01907,203.87741760074147,2025-05-19 15:18:09.597062,mobile,retail,MERCH_5333,Location_068,False,5.322411837364066,14.278564969938031,15,2,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000075,CUST_01217,273.7290491518695,2025-05-07 02:52:09.597062,online,gas,MERCH_3961,Location_099,False,5.615785336151915,16.54475896324481,2,4,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000076,CUST_00344,46.37928340302855,2024-12-27 14:44:09.597062,online,restaurant,MERCH_9301,Location_093,False,3.858185074155068,6.810233726020609,14,6,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000077,CUST_01967,117.52019378538724,2025-03-23 05:08:09.597062,mobile,restaurant,MERCH_5135,Location_004,False,4.7750833577477945,10.840673124183168,5,1,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000078,CUST_00723,573.0382277595835,2025-04-10 14:40:09.597062,online,grocery,MERCH_9849,Location_011,False,6.352695992986251,23.938216887637715,14,5,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000079,CUST_01686,188.8949827323468,2025-02-09 16:07:09.597062,online,restaurant,MERCH_3957,Location_025,False,5.246471196891784,13.74390711305729,16,1,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000080,CUST_01408,44.66354360400974,2025-06-16 02:10:09.597062,in_store,restaurant,MERCH_8904,Location_088,False,3.82130024658807,6.683078901525085,2,2,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000081,CUST_00194,316.25546383042195,2025-02-09 22:14:09.597062,online,entertainment,MERCH_2009,Location_004,False,5.759707328921912,17.783572864596753,22,1,0,1,1,0,0,0,0.2,0.3,0.2,0.1,0.19999999999999998,False
TXN_00000082,CUST_00203,167.81884267070927,2024-10-22 20:48:09.597062,online,entertainment,MERCH_8267,Location_016,False,5.12882620312815,12.954491216204104,20,3,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000083,CUST_01179,1321.749119665811,2025-04-03 22:18:09.597062,mobile,retail,MERCH_7428,Location_038,False,7.187467516250707,36.35586774739136,22,5,0,1,0,1,1,0,0.3,0.3,0.5,0.1,0.30000000000000004,False
TXN_00000084,CUST_01914,112.46670825931815,2024-07-28 04:12:09.597062,in_store,gas,MERCH_4530,Location_064,False,4.731509474593776,10.605032213968903,4,1,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000085,CUST_01614,128.47597749773774,2025-06-13 11:43:09.597062,mobile,retail,MERCH_6572,Location_064,False,4.863495361984007,11.334724412077152,11,6,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000086,CUST_01198,918.6977995662982,2025-07-01 22:26:09.597062,mobile,grocery,MERCH_6211,Location_021,False,6.824045137349845,30.310028036382583,22,3,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000087,CUST_01497,182.19007008289017,2025-03-03 09:19:09.597062,mobile,restaurant,MERCH_6512,Location_096,False,5.2105242481667045,13.49778019093844,9,2,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000088,CUST_01491,174.11325869737428,2024-10-25 19:01:09.597062,mobile,entertainment,MERCH_6514,Location_041,False,5.165432957141153,13.195198319743977,19,6,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000089,CUST_00728,56.84494771367528,2025-01-25 23:09:09.597062,in_store,retail,MERCH_4047,Location_097,False,4.057766115576481,7.539558854049439,23,7,1,1,0,0,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000090,CUST_00680,161.17905635829496,2024-11-28 02:37:09.597062,in_store,grocery,MERCH_8486,Location_002,False,5.08870101101567,12.695631388721672,2,5,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000091,CUST_00535,169.69595130953223,2024-11-11 10:07:09.597062,mobile,restaurant,MERCH_8658,Location_044,False,5.139883911355859,13.026739857290934,10,2,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000092,CUST_01217,116.45521498011271,2025-07-04 14:57:09.597062,in_store,restaurant,MERCH_8166,Location_012,False,4.766057111823008,10.791441747056448,14,6,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000093,CUST_01721,352.621913125666,2024-11-24 18:05:09.597062,mobile,retail,MERCH_1256,Location_036,False,5.868228300352571,18.7782297654935,18,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000094,CUST_01452,342.25180072254545,2025-05-11 10:02:09.597062,in_store,gas,MERCH_9785,Location_086,False,5.838464290730592,18.50004866811289,10,1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000095,CUST_01442,168.41673472731745,2025-01-17 02:34:09.597062,mobile,restaurant,MERCH_1505,Location_033,False,5.132361565575538,12.977547330960402,2,6,1,1,0,1,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000096,CUST_00837,79.84905421119602,2025-02-13 15:47:09.597062,in_store,retail,MERCH_7262,Location_066,False,4.392583887886617,8.93582979981132,15,5,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000097,CUST_01761,39.73780079916506,2025-06-29 11:15:09.597062,mobile,entertainment,MERCH_6518,Location_088,False,3.7071564279760034,6.303792572663306,11,1,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000098,CUST_00924,129.29910134034395,2024-09-07 11:02:09.597062,mobile,retail,MERCH_4022,Location_087,False,4.869832587256241,11.370976270327185,11,7,1,0,0,1,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000099,CUST_01602,138.91313497885184,2025-07-03 13:36:09.597062,mobile,retail,MERCH_9706,Location_070,False,4.941021765604814,11.786141649363113,13,5,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000100,CUST_00933,14.995057348021678,2024-09-03 16:57:09.597062,in_store,grocery,MERCH_6264,Location_086,False,2.7722797587668375,3.8723452000075715,16,3,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000101,CUST_01895,33.37063969443109,2025-01-30 20:12:09.597062,mobile,retail,MERCH_9327,Location_046,False,3.5372027026882824,5.776732614067496,20,5,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000102,CUST_01951,79.43871963801341,2025-06-27 17:13:09.597062,in_store,entertainment,MERCH_9396,Location_041,False,4.3874956477963405,8.91284015552918,17,6,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000103,CUST_00704,247.05626767108825,2025-03-12 19:35:09.597062,in_store,retail,MERCH_2733,Location_047,False,5.513655606200816,15.71802365665252,19,4,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,False
TXN_00000104,CUST_01412,233.94981112583824,2025-01-04 18:04:09.597062,online,grocery,MERCH_6541,Location_037,False,5.459371921657624,15.29541797813444,18,7,1,0,1,0,0,0,0.2,0.1,0.2,0.2,0.175,False
TXN_00000105,CUST_01793,67.33078354083864,2024-12-28 23:06:09.597062,mobile,restaurant,MERCH_3081,Location_017,False,4.2243603757376045,8.205533714563522,23,7,1,1,0,1,0,0,0.1,0.3,0.1,0.2,0.175,False
TXN_00000106,CUST_00614,168.12938881321753,2025-06-01 22:40:09.597062,in_store,grocery,MERCH_4674,Location_098,False,5.130664036269361,12.966471717981632,22,1,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000107,CUST_00729,74.02773304453116,2024-11-27 13:05:09.597062,online,entertainment,MERCH_2254,Location_040,False,4.317857819113863,8.603937066513861,13,4,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000108,CUST_00704,60.62256057722547,2025-06-30 22:56:09.597062,in_store,gas,MERCH_6608,Location_080,False,4.121028046625605,7.786049099333081,22,2,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000109,CUST_00232,1164.977087228115,2024-09-07 02:39:09.597062,in_store,grocery,MERCH_3353,Location_071,False,7.061314715969602,34.13176068163075,2,7,1,1,0,0,1,0,0.3,0.3,0.5,0.2,0.325,False
TXN_00000110,CUST_00215,27.555291367825923,2024-11-03 10:49:09.597062,online,grocery,MERCH_9214,Location_074,False,3.3518422558058267,5.249313418707814,10,1,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000111,CUST_00078,77.3603641097251,2025-04-29 05:44:09.597062,mobile,entertainment,MERCH_7773,Location_041,False,4.36131823969297,8.79547406964088,5,3,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000112,CUST_00535,822.9842013634354,2025-01-02 22:25:09.597062,mobile,grocery,MERCH_6227,Location_004,False,6.714151356623039,28.687701221314953,22,5,0,1,0,1,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000113,CUST_01355,365.20882544046617,2024-08-02 08:29:09.597062,in_store,entertainment,MERCH_7367,Location_081,False,5.903203732005896,19.110437604630256,8,6,1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.125,False
TXN_00000114,CUST_00739,209.0127037668287,2025-02-11 15:55:09.597062,online,entertainment,MERCH_1970,Location_050,False,5.347168023015528,14.45727165708761,15,3,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
TXN_00000115,CUST_01801,215.02205990494565,2024-10-22 04:14:09.597062,in_store,entertainment,MERCH_1770,Location_093,False,5.375380531658897,14.66363051583562,4,3,0,1,0,0,0,0,0.1,0.3,0.1,0.1,0.15,False
TXN_00000116,CUST_01545,35.04804014378076,2024-10-06 08:30:09.597062,online,grocery,MERCH_6759,Location_051,False,3.5848524973094626,5.920138524036474,8,1,0,0,1,0,0,0,0.2,0.1,0.2,0.1,0.15,False
